year, winter, spring, summer, fall
1995,-Inf,-1200857.22304978,-132.595579583376,-2752.32761801996
1996,-3024.6533754411,-114.217163942478,-138.69992351265,-11116.7122914133
1997,-206.437064224491,-188.678375533964,-101.950787064791,-275.365301594708
1998,-6388.11414447253,-143.533874372479,-130.982309784152,-130.768117906133
1999,-508.170931942807,-147.812927249995,-67.8582461310244,-108.400032963212
2000,-278.07976939031,-250.863999834815,-Inf,-Inf
2001,-Inf,-Inf,-Inf,-Inf
2002,-Inf,-Inf,-Inf,-Inf
2003,-Inf,-Inf,-Inf,-Inf
2004,-Inf,-Inf,-Inf,-Inf
2005,-Inf,-9368.15698464405,-4957.21224879714,-Inf
2006,-Inf,-550.977840551845,-418.477210479987,-Inf
2007,-Inf,-Inf,-Inf,-Inf
2008,-Inf,-Inf,-Inf,-Inf
2009,-Inf,-Inf,-1477.41671372711,-Inf
2010,-Inf,-Inf,-2232.34165795212,-Inf
2011,-Inf,-13675.5532075356,-1227.19227395896,-723.712873096789
2012,-3973.03855695221,-2197.57652617214,-8419.33090611206,-Inf
2016,-Inf,-Inf,-Inf,-Inf
2017,-Inf,-647.769315756478,-248.274389751395,-63.8388574841718
