year, winter, spring, summer, fall
1995,0.87195290518582,0.817149285349225,0.379034680270137,-1.79120267789358
1996,-0.600515330487856,0.321289424329452,-0.518483978241899,-0.0907689217307888
1997,0.817591137267787,0.601836678494119,0.125210908742996,-1.74093427580914
1998,0.761102542202349,0.758358253976176,-0.338318150616706,0.835536795957754
1999,0.542504653227819,0.426348499875532,0.625897397322591,-0.93830929634992
2000,0.0677880186882281,0.567427543328787,0.460345179127687,0.223682538964606
2001,0.704982840218606,0.635161849289802,0.890565110010725,0.423722577579809
2002,0.649207936001548,0.54395239248064,-0.108156175736223,-23.1084345727889
2003,0.375323296428815,0.333965944289756,0.150895988720678,0.030842257557545
2004,0.313133231810693,0.780044531121703,-0.546681563854978,0.72748972116447
2005,0.671127500016628,0.548082981380749,0.573974578836503,-0.574138105698888
2006,0.387559222257989,-0.196677099077667,-116.028941211731,0.526484291768232
2007,0.778922027939378,0.599552186305626,-0.382692944644771,0.0997707923070661
2008,0.399263353630567,0.501620086752381,0.0725016546500903,0.406844513792344
2009,-0.123165282214053,0.718027444881378,0.102297516282841,0.52396512652792
2010,0.587554194212932,0.499381100091387,-9.05096515975892,-9.52224698199148
2011,-15.1873450167878,0.69762329728947,0.602023873068559,0.874301749337811
2012,0.488849535453135,0.75785959094469,-0.112927295362818,0.0520695513424984
2013,-0.183494871938423,-0.0622267645762795,0.04389681168127,0.0456630168186205
2014,0.544488797049772,0.284793583318991,0.0460554214698294,0.203490307056458
2015,0.0688032941502701,0.68783442355068,-0.0311541336336096,0.541374090687433
2016,0.255526190774298,0.657076797321051,-0.497472631983887,-43.8972303375997
2017,0.369642404235271,0.426972677685916,-1.42682966684022,-35.5102278534287
