year, winter, spring, summer, fall
1995,-0.245849621933028,0.666253359067432,0.454604085738896,-2.80481608666239
1996,-1.79215668640034,-0.127010569346847,-10.3338044120307,-15.5419550736135
1997,-6.56143731733964,0.568202980002601,-1.77836520522576,-8.14448343693239
1998,-3.2390319163155,0.71100732462238,-1.28486970393807,-4.9435415010847
1999,-2.79051900190745,0.755296631844406,0.246662713932007,-4.47679217423605
2000,-4.91460216422471,-2.47659941534918,-0.37162302316612,0.121695709872452
2001,-0.213557012632537,0.633318768358234,-2.56611964408298,-2.4456568462392
2002,-1.63403157573229,-2.34625403251905,-0.422093738061682,-1.32818438342744
2003,-0.816051439944432,-0.497431323676445,0.122130406113217,-3.33964913926255
2004,-9.8657411520272,-0.227926424088903,0.04630114945494,-2.78464641948786
2005,0.235235017504609,-0.26063636784893,0.257267589488534,-0.299869362568202
2006,-25.1659601458251,-3.64898594965044,-0.167205139164067,0.0120047262332926
2007,-3.70834545704611,0.485738853930118,0.732757144852714,-0.731501276612756
2008,-2.26470968669697,-3.64111484564185,0.46992857485456,-5.72865186947808
2009,-28.3258466895713,-0.102747494420837,0.238260576472708,-0.0882723394618417
2010,-1.46463079992279,0.449245209747749,0.204359754736219,-1.84363983022565
2011,-20.0920377362689,-5.85328980428907,-3.94413202921024,-1.50579895736546
2012,-2.06079974836787,-0.997958391458381,-0.232160332206331,-0.0299399048819373
2013,-2.16261325760257,-1.02677059874534,-0.0451591481472531,0.0264458846562584
2014,-4.05590047919065,-1.67323992130205,0.0751668575114219,-0.378120890356042
2015,-6.04236591946334,0.202404544367721,0.517181985338798,-0.664915567202338
2016,-8.3310617781737,-1.42797879936872,0.192902454422754,-2.1454346899611
2017,-15.6269814156394,-1.76663148270938,-0.078717822954012,-0.659785618132867
