year, winter, spring, summer, fall
2008,-0.169189924820904,-0.243755175725488,-0.384039964916179,-0.351673531387339
2009,-0.437396402348042,-0.631919146013793,-1.20580965757985,0.173479367647663
2010,-0.136324759257457,-0.178867220913946,-0.292810162923783,-0.207749922641842
2011,-0.948873055953744,-0.285700230209532,-0.829420843673703,-0.166239047799038
2012,-0.608549658420916,-0.450109487612363,-1.32795160255508,-1.39806673967278
2013,-0.299422442784063,-0.263024463382299,-0.575281302708931,-0.296431438975647
2014,-0.224226205413007,-0.119349013295671,-1.01706009281885,-0.150831496108335
2015,-0.134648374687305,-0.144254988179132,-4.17673583604824,-0.378238816344557
2016,-0.102492634830931,-0.362675433257705,-0.423411437073782,-0.395550201040502
2017,-0.683974610683313,-0.486573870148714,-1.10176448469681,-0.196389850592738
