year, winter, spring, summer, fall
1995,-2744.3205275872,-883.98834167235,-30.4361885292738,-107.736978845002
1996,-1856.5003643675,-17.2215790806217,-143.733077946292,-124.902076033733
1997,-3987.01025406429,-506.255770347697,-85.21980011431,-204.673594088107
1998,-3.85107231970709,-80.1297092262742,-108.082406132357,-342.641780083933
1999,-2857.7969250856,-16.3438268539993,-16.0935984128265,-662.269697040649
2000,-55.7828848647,-578.274754547502,-54.3030519681059,-92.6180935467178
2001,-2792.3193810622,-634.79362526609,-243.105644929548,-1156.42940320172
2002,-4755.93316329492,-858.357788222631,-42.0372940215794,-2371.27118855809
2003,-75190.2015262903,-41640.1932855041,-3907.34228183373,-13807.1280297503
2004,-34717.8509107058,-446.555387583282,-590.131320478511,-2401.65233733122
2005,-43941.8465271638,-1100.28791590102,-208.048751076198,-2032.11466654922
2006,-9526.88758658112,-14872.7944663483,-152.578445969338,-1027.96596028605
2007,-2593.59463888871,-4725.589247215,-291.067617656408,-10298.1909268012
2008,-29420.7765568041,-12790.9148130641,-246.136814469528,-2326.20969729754
2009,-17453.1713157693,-24825.2797545096,-200.558792890896,-528.389980582866
2010,-7513.85110832063,-8561.78244982272,-129.563881931137,-11001.2436279937
2011,-2722.87895839491,-5117.63920441997,-339.796288925893,-10886.872324744
2012,-3367.15082456467,-3563.79507568826,-41093.1574907327,-106410.532209257
2013,-22683.7175975968,-74512.0753314301,-1702.20496082547,-8917.66437239823
2014,-28702.8818379869,-44396.9098624735,-225.701725693831,-13793.8567782853
2015,-41957.8926186312,-6153.61448081946,-240.871130999031,-1895.80761339937
2016,-1796.36506980147,-2651.76812035662,-67.6667731583456,-3219.59488498771
2017,-6179.85325127037,-1246.78869429468,-310.433148281549,-466.337514748987
