year, winter, spring, summer, fall
2007,NaN,-0.00611195389837271,-3.44620016502522,0.186690522036258
2008,-125.517033179012,-Inf,NaN,NaN
2009,NaN,-Inf,NaN,-0.0235390068765391
2010,0.103649999595005,0.0884559155635043,-0.318182113945427,0.780127550478302
2011,NaN,NaN,NaN,-1.88236882716049
2012,-0.201633563470295,0.62900674351702,-0.301308283730159,-Inf
2013,-Inf,-0.014634766862442,-Inf,-0.0111111111111113
2014,NaN,0.0432228196604741,0.502775292350866,-0.0164257555847569
2015,-0.0112359550561796,-2.79639064584093,0.195499698468529,-0.142982120559911
2016,-3.22912615199694,0.238668018127827,0.592645565505962,0.121071842265718
2017,-408.692009453932,-Inf,-18.7684664232777,NaN
