year, winter, spring, summer, fall
1995,-1.6822106085139,-1.98489438344546,-0.21688847659432,-1.73405246362343
1996,-0.140696871858986,-0.243593565271264,-0.659313677476875,0.3271161244899
1997,-0.743523967995653,-2.09147164393853,-0.202588889597065,-0.637909704122919
1998,-0.459376960063052,0.753427637998173,-100.599299440836,-1.51077816735055
1999,-120.061285063055,-26.2884248053958,-10.7969909878989,-0.518236823810807
2000,-781.258087569169,-138.169092322651,-2.43962557298925,-64.5579055098198
2001,-166.41428441912,-219.893807120606,0.0477215990417351,-0.218946917564542
2002,-19.1183554361005,-4.20591526240013,0.374317337913199,-0.0527569526345244
2003,0.241131237510284,0.368770434792725,-0.976314776296878,0.333691638061234
2004,-4.11892722223478,0.385101928256167,0.139209721938735,0.748917038380826
2005,-22.3799420993186,-5.72240377693668,-0.0153029931321051,-0.725030821252111
2006,-1.33316199050073,-0.221310973196461,-330.622372730342,-64.7951640072456
2007,-441.162250944388,-5453.37063502004,-2.78190261517039,-1.97165025815811
2008,-12.7592685590936,0.510118709795968,-217.271679793727,-47.4351863988604
2009,-2440.5995473039,-9.22324802212164,-2.10033612145886,-0.0479873762333169
2010,-0.230207576818292,-0.861530261819713,0.30387970034898,0.235248685290102
2011,-0.974605770070227,0.214897165222293,-0.188473685990341,-0.891685056125395
2012,-5.91476544596469,-30.3992998888043,0.797579260490017,0.749171098980318
2013,-150.201808123402,-195.560803874667,-0.832257349896197,-0.81290032055088
2014,-1.73593669746179,-0.02327888273572,-1.53845769677167,-0.975150195466692
2015,-1.89836763592031,-0.665345676707117,-0.112408298256905,-0.606798739624397
2016,-0.620345297643556,-0.677124324202881,-1.82441978819674,-2.14001251708323
2017,-2.59201742347883,-10.4449501845024,-0.755337812553647,-0.135292663576252
