year, winter, spring, summer, fall
1995,-4.42970040186522,-3.91128041622319,-8.1728428985932,-3.14054487642431
1996,-1.01532940482501,-0.0329535107805026,-1.84863460739794,0.0997407330206883
1997,-1.12020250956852,-1.37471826075921,-0.250797383821139,-1.38403934317798
1998,-2.22363074564497,-0.207913314527885,-4.43277198231732,-3.65463081643673
1999,-4.21608155138345,-0.298390214079591,-2.44511366326953,-3.57529612295555
2000,-2.98886964187079,-1.53282246028595,-5.28503281922265,-1.33852030357896
2001,-4.61900415667252,-0.816533698014122,-0.606975315543025,-1.58966796967044
2002,-3.20247042679196,-0.217220157958277,-3.24460189205084,-1.40962191763989
2003,-4.85571964088676,-1.01815969591128,-3.4027583239117,-0.251327954810159
2004,-1.84165113777469,-1.02484220601795,-0.751678288497681,-1.00983727726925
2005,-4.21411728702566,-0.37887871615877,-1.2611128343154,-0.481931897225963
2006,-8.96462833471044,-2.24852218744725,-0.188826819462579,-2.45716843697876
2007,-0.484370485392743,-0.282236198364041,-2.92376448167594,-0.436243712862799
2008,-2.62260342210531,-0.215820658566148,-0.197931672904613,-0.917132684264516
2009,-0.177756883884647,0.0204244171830987,-4.66542590872771,-1.42133064676556
2010,-4.16894775668236,-1.03117995075319,-0.303531819466651,-1.12731857980333
2011,-2.8980640155229,-0.412348198815114,-1.28681096928073,-0.398538903784188
2012,-0.661009482821532,-0.00833889411111111,-0.78703058778448,-5.05810273514429
2013,-2.00629150620267,-0.789734527682402,-0.839155698898541,-3.91726342106681
2014,-5.15189476061543,0.00993282973624909,-1.63141588217712,-0.823813443993535
2015,-3.08212540564033,-2.09796080682266,-0.984008806371175,-0.413605378601305
2016,-2.52170599900624,-3.71646176605998,-0.728826623262393,-0.156445798090922
2017,-2.41537047988172,-1.03979843885174,-1.92877992478309,-3.76669069481137
