year, winter, spring, summer, fall
1995,-Inf,-Inf,-38319.0085136565,-Inf
1996,-Inf,-Inf,-0.497839280881919,-2351.96350452015
1997,-1502.62528138938,-Inf,-0.10472366298637,-0.172741814792933
1998,-55.5930746338012,-Inf,-1331.46023408497,-Inf
1999,-Inf,-Inf,-113.434806842856,-433.640589464559
2000,-Inf,-Inf,-5350.05941464278,-6.15379147334822
2001,-Inf,-2290.12454286565,-8.52877422758345,-Inf
2002,-Inf,-Inf,-Inf,-Inf
2003,-0.813687114578911,-Inf,-0.128552006447185,-1955.134316511
2004,-Inf,-Inf,-1861.46598788379,-Inf
2006,-Inf,-Inf,-5848.15017942616,-127.087684087638
2007,-Inf,-301.176505424806,-1.1032725152032,-Inf
2008,-122.225842066992,-Inf,-41.81535495985,-1.31660167732731
2009,-Inf,-Inf,-Inf,-Inf
2010,-1.59526668961583,-Inf,-29931.8823305402,-Inf
2011,-6039.13802559193,-Inf,-0.308039879283548,-Inf
2012,-Inf,-Inf,0.0096256951034499,-46.5404368401488
2013,-Inf,-Inf,-5.88071239510457,-0.274328539833116
2014,-Inf,-8.38946406667567,-96289.420157967,-85.4702693864455
2015,-Inf,-Inf,-Inf,-Inf
2016,-279.565044510031,-Inf,-Inf,-Inf
2017,-Inf,-Inf,-1511.68036047253,-6377.86016769577
