year, winter, spring, summer, fall
1996,-0.537440179290957,0.398317051511663,-0.129251943790779,-1.80276882545447
1997,-0.02053632011221,-0.0793682070920176,0.131389587333321,-0.354008153909265
1998,-7.92312343412093,-0.200126057772095,-0.0731273042068088,-6.01473009563139
1999,-1.03821077761013,-0.281340929696342,-4.62897575620961,-23.0439440823367
2000,-0.674899243526189,0.00207133401100346,-117.337005915223,-0.860989838256333
2001,-18.0467551945998,-0.471358675854928,-196.421382664429,-34.5905207896285
2002,-2.87839245591785,-6.30477864651984,-1.1687050427562,-342.314364533025
2003,-2792.90422945729,-2312.59459314854,-22.8797389536822,-1191.21579724981
2004,-8080.4730983952,-78.0956145452215,-12.1459928478802,-75.4173362306252
2005,-1837.81963892537,-96.4439407060016,-82.2805894233733,-103.152844922409
2006,-631.963903178747,-122.74006654705,-143.029535132313,-20.7607903877439
2007,-15.872033112778,-7.31021352832299,-179.788634207435,-36.3875846905012
2008,-47.4990068413628,-124.841071288145,-27.313021788772,-108.951419362366
2009,-18.8163194409097,-9.89104538273794,-31.1907403130908,-5.87228180848412
2010,-1.97384354116504,-4.25666306247056,-23.0046354592103,-29.9649629299311
2011,-54.5525110128815,-159.31271830329,-3.25529582017502,-409.195855270892
2012,-154.750479281509,-34.9693455766557,-1087.03220270972,-7657.21912421344
2013,-33774.2607041396,-28395.6011855811,-32.5755625285391,-1151.93701651714
2014,-4886.23637075764,-3035.27533558364,-9.59100129695768,-31.8928959707967
2015,-16664.9122540509,-52.2738760751551,-219.995208460271,-22.9256974132043
2016,-271.52140405728,-69.5028764150912,-74.1060186079488,-1.10233446968517
2017,-119.295257133588,0.0391615092578688,-316.979583256246,-1.61145787918416
