year, winter, spring, summer, fall
1995,-0.312511418232848,-29.1055528323071,-53.1266686082654,-3.33022819207216
1996,0.601148254459323,-157.55547518464,-84.0291747399765,-2.33222403591741
1997,-1.27138697222618,-147.268700438181,-38.6586283362711,-12.8672641492329
1998,-9.41297617111227,-4.94849738160682,-11.4660366952187,-17.4310333612813
1999,-0.0648036783085952,-4.89335047411585,-92.5458880867524,-2.49738062039011
2000,-5.01640657887167,-18.1109594874953,-12.040759389354,-102.700274237566
2001,-141.317052275382,-56.171740505151,-67.3810667899463,-46.496039994203
2002,-9.05988949832766,-2.38326248293098,-3.57755139147016,-200.375747772172
2003,-7.76017041054195,-3.88048956596697,-33.6795855162721,-86.6353600278133
2004,-1.05466606963685,-4.9525991886275,-20.3448144289915,-57.3734682872679
2005,-18.4091246335793,-8.70885790765035,-87.3270453202168,-43.7168428269197
2006,-2.11170895800173,-12.5621736213704,-9.77582861053402,-13.9752305374939
2007,-0.2615211452488,-1.90946773142535,-17.2901395830809,-35.1467357352653
2008,-13.8576629218362,-38.5374072003077,-28.2268376777135,-61.7321101786384
2009,-8.59257667120568,-3.86039991159425,-5.78815355711586,-76.5119609530288
2010,-13.4948154209303,-2.93543083593307,-2.11344783415519,-42.689175073189
2011,-1.10926112977586,-6.81004398002793,-134.928135200598,-41.8131328124506
2012,-4.48098800968167,-12.7548013066497,-54.6139896429571,-12.5013964906834
2013,-9.69592322405683,-200.621786185274,-13.3063815363553,-34.6640517876888
2014,-1.79459176823871,-11.3607318490865,-151.966910251658,-17.2647856155698
2015,-21.2601516913959,-24.0918142330342,-30.4255495690002,-47.06060973517
2016,-66.9855764976914,-116.028278177167,-72.6042602460849,-19.743058007899
2017,-14.5743088614379,-1.11604979477164,-155.989457120946,-5.99643251563139
