year, winter, spring, summer, fall
1995,-3.12715311613944,-0.990904211076571,0.18226029268039,-1.17382311685304
1996,-0.0424221740658117,-0.600650006174831,0.430007148734167,-1.8591391318029
1997,-0.0874189356322552,-1.4811702124316,0.096287009083976,-13.1592003043975
1998,0.231660660594413,0.182104927783876,-0.0720420517169784,0.259723429576588
1999,-0.707023010298401,-0.340109253850249,0.669607169962128,-1.19475642286595
2000,0.475501233355681,-0.0418197863246044,-0.330685989463706,-8.19920265153136
2001,-1.14439200750568,-1.7895487605251,-0.00397051463511588,-0.443221293737663
2002,-0.491688137188613,0.292386030960494,-1.38123613045882,-3.97694032842399
2003,-11.5229331796638,-0.651364452886476,-0.958298690490637,0.451626822785341
2004,-1.89870289046487,0.294539224832469,0.858349436340771,-2.35788075957474
2005,-0.21971841308505,0.51548062887131,-1.86538530849086,0.0508692396929085
2006,-1.40100187318759,-0.344537200669557,-1.118433064749,0.105321034910287
2007,-0.0104304928888823,0.636647272229549,0.521430776133096,0.0488413507295418
2008,0.525108894312491,-0.343221834608487,0.862006961258953,-1.6229126088255
2009,0.483878450090501,0.746623493452903,0.638256620355026,0.0288163514763385
2010,0.446218814691174,0.217037446749346,-0.978731544121042,-0.345498044027867
2011,0.673033842310561,0.874547165386981,0.376740480761239,0.438893998615183
2012,-0.81722968984949,-0.159963115886126,-2.56155176112758,0.384096147315007
2013,-0.163809899987678,0.525635970199664,0.847074839361552,-0.969769076052683
2014,-0.331348454022308,0.420005890726181,0.618587512264259,-2.54320854405039
2015,-1.75551645896219,0.609409982253485,0.504629584829025,0.556950988015754
2016,-0.699424724019374,0.755594202388485,0.116516753185894,-0.274541667492537
2017,-0.573334594913036,0.669957755070906,-1.12958655329714,-1.29508808034768
