year, winter, spring, summer, fall
1999,NaN,NaN,NaN,NaN
2000,NaN,NaN,NaN,NaN
2001,NaN,-0.257730066978622,NaN,NaN
2002,NaN,NaN,NaN,NaN
2004,NaN,NaN,NaN,NaN
2005,-0.0260095086768166,NaN,NaN,NaN
2006,NaN,NaN,NaN,NaN
2007,NaN,NaN,NaN,NaN
2008,NaN,NaN,NaN,NaN
2009,-0.135499481507086,-0.0109890109890109,NaN,NaN
2010,-0.0890409285431029,NaN,NaN,NaN
2011,-0.0215435514984308,NaN,NaN,NaN
2012,NaN,-0.0877555650792852,NaN,NaN
2013,NaN,NaN,NaN,NaN
2014,NaN,NaN,NaN,NaN
2015,NaN,NaN,NaN,NaN
2016,NaN,NaN,NaN,NaN
2017,-0.0288308979001306,-0.0427483174321426,NaN,NaN
