year, winter, spring, summer, fall
1995,-1038.19555941642,-222.696637207946,-2561.97202474318,-656.236984502326
1996,-2424.10172514458,-235.361621715614,-556.245770589569,-796.699543421434
1997,-2244.50817244701,-83.66866770014,-2770.14401683742,-963.087719959505
1998,-3979.49695456854,-3034.00421078451,-1759.37633029212,-339.915337254894
1999,-464.00163906377,-411.692604604886,-1267.10602446458,-263.260955710089
2000,-1241.13498797633,-2452.65152688201,-3426.58528135064,-215.814856129508
2001,-15466.6206398487,-106.161120450987,-510.528147926073,-1119.02420585881
2002,-1862.24968327236,-254.77460848348,-7392.10723182313,-347.172363077975
2003,-5615.50109872085,-1444.11931180124,-1968.44932897972,-6323.74447792198
2004,-2549.65049229208,-4959.31180332392,-3001.52550700162,-182.910758454686
2005,-789.888464861097,-730.021526810022,-1205.3514041183,-668.114240733416
2006,-462.974558905093,-334.359832952214,-583.957502782878,-4285.01888116809
2007,-1723.94119376371,-413.061080337789,-532.180669014144,-7911.65522738754
2008,-2380.91470948624,-278.007560730799,-1164.82401472112,-285.061508017835
2009,-188.331712485766,-129.916557662213,-769.682383178828,-188.300572274487
2010,-1123.45708851092,-1357.04510969885,-1361.18657151748,-151.149093784384
2011,-28.096810207057,-207.680692068377,-775.041363311236,-146.679291045576
2012,-712.469701040291,-266.981850706612,-161.681495255409,-1049.06159735377
2013,-602.008931014703,-114.754450693551,-213.700804465989,-621.548983689126
2014,-4608.74975021899,-551.679589571445,-14908.5200817409,-28.5967288561756
2015,-1169.44093829034,-3592.47204475295,-842.611383795764,-783.026132669335
2016,-2352.42495493146,-7449.79224531983,-2233.47067336333,-347.469175611382
2017,-814.328238661391,-7416.47002982614,-4738.3422313804,-1167.9362416497
