year, winter, spring, summer, fall
1995,-2.57915347057857,-6.84685518232037,-585.414115981173,-21.0892756883134
1996,-6.67945219298269,-38.4176004778576,-52843.2968241642,-102235.669208675
1997,-105.567493639194,-26.5283638890774,-263790.574871249,-16384.7508893164
1998,-1.59732885009981,-1.42840661950516,-23661.2493637213,-2390.7834272418
1999,-40942.7634421952,-15563.3273663707,-32367.156934135,-10891.6024162052
2000,-13177.4372854582,-6960.24711962208,-130360.378627064,-606778.891478082
2001,-254021.133789694,-3292.21200924314,-136053.184488701,-119787.289827762
2002,-800972.095470745,-1487543.93484526,-172842.262542349,-98676.5022913346
2003,-6701.67013436393,-1.84565957473986,-5.60433598147431,-42552.0268857597
2004,-45656.2333975945,-38607.9422526318,-61873.8992225799,-10.7322053379898
2005,-36872.0889488171,-23.4638144052146,-23804.0959447121,-58.6934661129532
2006,-1349.462558219,-25998.7016907296,-16547.4951026588,-25654.4977168447
2007,-1590.82945437587,-22.7932133978244,-21110.0751103689,-15665.9800184308
2008,-49610.4256185914,-4667.63300401321,-159244.554540089,-265809.396986553
2009,-66436.5078342327,-559.16999818302,-34235.159308803,-18.5035113649192
2010,-0.905895474091651,-6418.62393797151,-69535.504664601,-49110.8034321665
2011,-99955.623198179,-5779.03920954498,-119128.770441584,-122623.918010113
2012,-55260.2704153598,-23146.6494123394,-138868.500752938,-17256.7966949526
2013,-6152.94896572192,-22.9987551387907,-5.94353757807148,-29567.6744187568
2014,-1304.36872704896,-4727.48358426058,-27532.4841341649,-7233.9066908895
2015,-5181.21715201725,-266.107627509218,-22030.2999689148,-2.08449279048418
2016,-2.14229326919394,-79.543951681886,-33423.496918945,-1437.17501365774
2017,-12135.7300764326,-1036.87404521403,-220957.34919458,-14448.026764938
