year, winter, spring, summer, fall
2004,3.35493741844777,1.37766140090241,0.110934232004337,2.13070640428955
2005,4.69909951912417,3.26441690865105,0.145264500268886,0.206066626677708
2006,2.68327583992883,0.876404107698397,0.118651899745979,0.472958360746319
2007,1.14791493825515,0.89228692182156,0.712549738881095,1.36360948697136
2008,2.34748899795143,0.32151825735661,0.288646998475174,1.55911188761501
2009,5.1930274209109,0.908502503683808,6.54360178047626,1.67254446360393
2010,0.709714261782092,0.751046152721689,7.2207878395107e-06,2.4650869845183
2011,1.92873538608634,17.8390590274217,48.840971272796,14.4428816860033
2012,5.63534011861536,3.88695799219227,0.181144735271747,0.0175740787165532
2013,0.148660180735535,1.93839114757292,0.0192271900528906,0.0727340336254056
2014,1.9425336826401,0.776640517832739,2.66194460363879,2.63955684121297
2015,8.78276857642215,2.79199920075112,7.13869352024977,0.511918256622108
2016,5.73179828587624,6.07926557263658,0.345092250592873,6.4484986559193
2017,4.00373467735562,9.29017781779449,16.3743459276706,8.68259114919362
