year, winter, spring, summer, fall
2001,5.62947828467814,5.63921567941856,1.18348182199394,3.53681769070804
2002,0.247611045891863,8.57970774870732,8.24879543367036,2.74114477199305
2003,1.67485565858841,3.01109723908975,3.89134780385008,6.23914923317259
2004,1.01197074981286,8.96354492066409,1.24940870269297,7.56951899734135
2005,10.7057976842548,3.47709212700111,0.0223218505196252,1.20450629712898
2006,4.66663421520424,4.62406694107628,5.86692280234142,14.1387209090676
2007,2.60006486669388,0.256666582349687,0.0976068584865494,0.0115895780833383
2008,4.06034601382977,0.834816054323289,0.0429916148704897,10.1531260195821
2009,4.76027132903948,5.06289780790741,0.605732553682636,6.95379625347928
2010,2.14547785885854,1.70023900530872,6.19886831260996,6.77656122292399
2011,4.30012327901022,2.78594963320871,0.369416028552156,0.602573451746593
2012,4.79338630962609,2.32338517295116,0.00493471545909045,0.524347908788379
2013,1.73126314252979,0.937298769264541,3.73452863177343,0.0740418893420031
2014,6.45686945322114,1.2994929587808,0.903384419042119,0.432243687280105
2015,1.83143113113939,0.188806547781009,46.2172734334368,7.52718263633094
2016,7.42977965243116,12.1701549172362,9.18184723578182,0.156702030834054
2017,9.20688134142944,7.42734535769949,11.672778009373,3.16999064843737
