year, winter, spring, summer, fall
2002,0.00240569419958153,0.176738216651251,0.439725211688824,2.43355907648714
2003,0.0147173464988479,0.614993979266484,0.00587547347470382,0.175424898873622
2004,0.0267961262716243,0.0739996898866779,0.0113028560106189,0.0463486255475318
2005,0.0458029460662703,0.00113914676506552,0.0177252685189823,2.14682693489165
2006,0.000850018395822852,0.0165252117755275,0.000715630150195707,0.390716062037878
2007,0.0282332706716168,0.00700392319323252,0.230182187771485,1.02687116661743
2008,0.101373688685812,0.00350248900611347,0.184928953657697,0.75724245687032
2010,0.0283027235326854,0.0467335441668641,1.92271217427147,0.0782167828437004
2011,0.284520516513685,0.0186010541457425,0.00583599742242151,0.252620045919403
2012,0.00139236158723304,0.000520438023241946,3.82186339047215,12.4860171483569
2013,0.00618015823342123,0.0144869198760389,0.00063727579107495,13.6713763028692
2014,0.0978096394416415,0.0119360761007834,0.841427452110229,0.823698031752727
2015,0.0195157144381545,0.00125706221836468,0.00614361360737138,0.346567552240676
2016,0.00445673769011035,0.0274366865819952,1.48105035601379,12.6877738755257
2017,0.122252150462446,0.0378118003996239,0.000279272526047396,0.895698152415694
