year, winter, spring, summer, fall
1995,451.447875929599,981.584444614046,27.229701614414,1.94943963221322
1996,1.20789201741569,2.17393002598191,1.27414858298299,1.76858108292721
1997,14.0215961320925,0.00609081363644281,8.0689377993993,3.17641456099519
1998,1081.34097638271,318.533681427153,86.3148190372476,0.0292670468079359
1999,0.0662787577325687,76.98315952323,0.219449100853624,2.50734999055582
2000,36.0823189684767,953.015543145826,43.2190408615534,0.162894762762166
2001,11.1759071901405,41.8841105278668,9.60799913174132,0.681469066182507
2002,0.647288249148991,0.0412447790464924,0.0784519873369092,0.00958863330686949
2003,37.0024513107049,26.0686619022963,22.8080361080484,11.8311900364008
2004,0.771478825043478,7.72108206365163,15.3722838806237,2.91634443539652
2005,4136.86730734407,3667.12694830895,61.8500351172633,82.9283929501674
2006,3.07397653059324,34.4682832090791,11.0455082291761,1.19757378150451
2007,0.279404275657474,0.0186230228492258,1.03585130649295,0.327646516936855
2008,108.033425506903,13.7697112153501,237.556269898908,0.469515563101602
2009,1.97675764119154,6.69565896360744,8.30022288627462,0.73128699938193
2010,1295.89215924283,296.259221396475,35.7235554213775,0.202372604255456
2011,1470.71690277514,1381.01017272226,5.6318720294678,0.285284604271068
2012,0.488458393675666,2.63149222569451,0.728854107617348,0.139792311336409
2013,5.62323147833562,0.0503314964259347,0.0534718820368695,0.450067151494955
2014,0.2085268130934,0.114093371319945,0.16818075212017,0.02241579780848
2015,0.157269960830277,0.00565767617195989,0.0311229214430069,0.0629779343496567
2016,4.97666271405337,0.502190399892257,5.57732318055,0.0285075790049433
2017,378.269209641457,1022.42917955065,2.95153728309176,1.5654128626596
