site_no, average, median, standard_deviation
4296500,0.257420391,0.384971499,0.371493213
4296280,0.589301507,0.670599334,0.199662605
4296000,0.426128488,0.626330056,0.45500008
4294300,0.142960344,0.472530587,0.968997912
4294140,-0.107723558,-0.082164025,0.148524243
4294000,0.122196923,0.194997413,0.274863664
4293500,0.211735852,0.29046173,0.419099317
4293000,0.202090174,0.28333782,0.393632588
4292810,-0.670092878,-0.107751963,1.260749164
4292795,-1.33374208,-1.063515204,1.369147832
4292750,-0.002215401,0.018359038,0.093010203
4292500,0.286632007,0.481088565,0.490544081
4292000,0.105328852,0.213060812,0.93077732
4290500,-0.04611,0.021132671,0.35391254
4289000,-0.949435239,-0.727617386,1.219818385
4288230,0.146632003,0.046065233,0.295908714
4288225,0.07076257,0.020941319,0.35201478
4288000,0.027107202,0.062144975,0.738316053
4287000,-0.036874319,0.327583609,1.43202922
4286000,0.031110532,0.300285372,1.032435193
4285500,0.056651266,0.167605367,0.432686577
4282795,-0.144624403,0.071992434,0.554623151
4282780,0.059722371,0.394681886,0.924613468
4282650,-1.085113417,0.586235761,3.712102877
4282525,0.357807714,0.418157747,0.234475345
4282500,0.200376733,0.214513691,0.609916414
4282000,-0.084722561,-0.032560207,0.321926342
4280450,0.326466629,0.346939213,0.181509974
4280000,0.220098726,0.211927081,0.192604759
4276500,0.116133297,0.469390921,1.081755099
4275500,0.499374728,0.638591865,0.340543012
4275000,0.47329317,0.47329317,0.181473728
4273800,-1.138570902,-0.014656134,2.957655358
4273700,-0.193361828,0.032226921,0.899168852
4273500,-0.178325981,-0.195838844,0.729811818
4271815,-0.21625219,0.10119304,1.228556736
4271500,-0.111663563,0.063012882,0.590056097
4270200,-3.406104136,-1.43058821,7.391018623
4269000,0.299875535,0.497173275,0.696951854
4268800,0.237183702,0.397453293,0.812804199
4268000,-1.076575679,-0.649806166,1.279131828
4267500,-1.358793272,-0.724617871,1.75417419
4266500,-0.913993978,-0.395006573,1.233192079
4265432,0.480409799,0.519326333,0.298536213
4263000,0.342257898,0.531425333,0.477644364
4262500,0.447100269,0.551753385,0.33826481
4262000,-0.458674775,0.119442472,1.904899291
4260500,-0.049700041,-0.072820337,0.593507878
4258000,-2.066177916,-1.749993354,2.637596276
4256000,0.542586106,0.660775314,0.333160433
4252500,0.590029541,0.677174966,0.232220267
4250750,0.491899506,0.666830761,0.339043974
4250200,-0.567541181,-0.521531594,0.880141508
4249200,0.123522401,0.104582431,0.24296051
4249000,-0.709690076,-0.199043959,1.464649261
4247055,-0.235157631,-0.208576699,0.369101343
4247000,-3.298324318,-2.570658285,3.179078434
4245840,0.169609019,0.006313498,0.290406098
4244000,0.114396918,0.517917392,0.788637524
4243783,0.695074364,0.711058438,0.090707944
4243500,0.648476774,0.712312374,0.173572988
4242640,0.046746982,0.047329988,0.452730993
4242500,0.481076015,0.467963709,0.232251206
4240300,-0.162455072,0.284179285,1.380882234
4240120,-0.312231049,-0.219244247,0.356936404
4240105,-3.40284023,-1.795113945,4.563252376
4240100,-1.935324722,-0.929922004,3.039002081
4240010,0.534302223,0.629649429,0.265645386
4239000,0.481727048,0.551073621,0.315162175
4237962,0.22988938,0.295330271,0.447188396
4237496,-1.303038463,0.021253495,2.740933079
4236800,0.110323834,0.185723628,0.142307076
4235600,-1.353586619,0.023271624,2.711111661
