site_no, average, median, standard_deviation
8076180,0.172344341,0.617202264,1.14285466
8076000,-0.225202883,-0.034451351,0.833012056
8075900,-0.002846688,0.232414837,0.804121014
8075770,-2.805514536,-0.731596081,6.230328812
8075763,-4.383441232,-1.927554858,6.272055696
8075730,-1.328720767,-0.614376666,1.873891253
8075400,-4.227632341,0.554546569,13.36254299
8075000,-0.560928072,-0.186287147,1.123640363
8074810,-0.2303261,0.214336294,1.334612858
8074800,-27.41377914,-15.336495,40.87372545
8074760,-0.048800542,0.437649504,1.551707759
8074500,-0.237149537,-0.088176091,0.629976464
8074250,-34.84612775,-19.70832638,44.99017071
8074150,-34.71400105,-20.37977962,44.85415813
8074020,-0.742229397,0.289763129,3.371117934
8073700,-0.394778364,-0.099212816,0.832438593
8073600,-0.41572935,-0.200201992,0.811095822
8073500,-0.712827325,-0.342604528,0.973715468
8073100,-0.594601152,-0.311819319,0.856460119
8072760,-0.139951277,-0.092446467,0.837233522
8072730,-2.575349679,0.136657144,9.523417858
8072680,0.071746565,0.071746565,0.363541396
8072600,-0.143227843,0.185455123,0.607439936
8072300,0.201020098,0.365397765,0.844326861
8071280,-790.867043,-0.082642074,3461.620164
8071000,-0.338851351,0.123349648,1.445204904
8070500,-1.459347408,0.207435661,7.699278028
8070200,0.253100224,0.303114918,0.503149217
8070000,0.132168564,0.303164385,0.606866237
8069000,-0.269225273,0.137940087,1.321921612
8068800,-0.250155234,0.397365702,2.140249018
8068780,-5.824903557,0.213657022,17.08280622
8068740,0.091137267,0.173920582,0.59549893
8068500,-5.115642563,-0.156057427,14.29030157
8068450,-2.158494584,-0.151736205,4.973401322
8068400,-1.67187847,-0.37478174,2.444941698
8068390,-1.922916755,-0.150211536,3.861854724
8068325,-5.379627635,-1.070488293,10.76598849
8068275,-14.4596795,-1.118967142,38.1685025
8068090,-6.1908892,-0.272099679,14.31118967
8068000,-15.87344881,0.011489834,28.79807757
8067920,-22.1233959,-22.1233959,32.00877184
8067548,-464.8207131,-1.658734842,1293.460923
8067525,-6.524809148,0.039808419,21.18691457
8067500,-3.205800013,0.186655981,9.823487906
8066500,-154.1573603,-1.795878786,663.7678262
8066300,-4.946769407,-0.601555166,13.3456508
8066250,-145.3857852,-3.864247138,376.037576
8066200,-23.46855336,-1.206157314,90.45519146
8066175,-20.90611808,-0.555260561,41.13795554
8065800,-64.27959413,0.024511254,164.3153327
8065350,-5.826754168,-3.318827899,7.361035446
8065000,-4.692479576,-3.043912031,5.178812639
8063590,-1.931631533,0.319774636,6.594729817
8063562,-1.062077936,-1.062077936,1.413125574
8063100,-13731.22671,-628.4456446,31276.70128
8062895,-13.47981767,-1.818644067,27.57092259
8062700,-2.572893031,-1.627234364,2.189282585
8062500,-2.921435566,-2.045131049,2.538606271
8062000,-11.09159964,-10.5540114,10.89916716
8061750,-17.45091003,-11.36992004,19.47820549
8061540,-0.570535499,0.276541848,3.190370923
8059590,0.499723293,0.51335449,0.079709173
8059400,-1.49625638,-1.121279662,1.475866448
8059350,-82.28277768,-24.39466152,134.6554503
8059000,0.011427339,0.248293441,0.769905185
8057410,-2.265537768,-1.911680682,1.90122196
8057300,-0.519302227,-0.519302227,0.983702937
8057200,-0.560118945,0.059775466,1.719867052
8057000,-3.228584355,-1.927128939,3.472680813
8056500,-0.794891785,-0.721094243,0.907394859
8055560,-4.98835052,-3.850923692,5.094479398
8055500,-9.094502643,-2.347165518,14.08038793
8055000,-43.01626897,-4.377710988,91.24841434
