site_no, average, median, standard_deviation
7159750,-1.144197158,-0.204736416,3.131581201
7159100,-13.12151313,-1.407413866,22.45323356
7158000,-103.5044579,-7.66924849,270.3740701
7157950,-1399.226389,-237.6544033,2964.23618
7157940,-27.32935728,-12.690976,36.1652368
7157740,-1411.685445,-1230.489567,813.935354
7157500,-2190.686002,-435.0676932,4316.947962
7156900,-4124.292731,-836.226703,7983.740394
7153000,-6.054111249,-0.060466801,21.79316489
7152500,-3.575085575,-1.865293852,4.579875851
7152000,-1.565590033,-0.02608081,5.464336956
7151500,-5.365249151,0.23004534,20.59433074
7151000,-1.202209391,-0.029908304,3.283821232
7149520,-2.16666562,-1.835929617,2.755061372
7149000,-0.480124635,0.107291286,1.46603788
7148400,-0.396448222,0.272593397,1.560202466
7148111,-1.69492126,-1.578852465,1.00738808
7147800,-1.709847293,-0.062794314,4.971418253
7147070,-6.963115723,0.236349962,23.77295178
7146800,-3.93189106,-2.226376605,6.34375184
7146500,-18.37818068,-3.492845345,35.07353524
7145700,-0.135995267,0.209706532,1.043852345
7145600,-19.74492398,-9.942535042,25.01171252
7145500,-1.409268112,0.051937667,4.71736311
7145200,-0.622636954,0.203662085,2.341931802
7144910,-4.933761195,-0.318534284,9.56245939
7144795,-148062.1818,-2.039346896,324429.3809
7144780,-1.698560991,-0.480102531,2.929717163
7144570,-49.47467025,-19.30446414,67.68512668
7144550,-33.27870779,-6.246884174,52.22802094
7144490,-1.156973748,0.217692883,4.113753515
7144486,-18.77199599,0.163364361,32.00625959
7144480,-0.247998462,0.107933902,1.152141375
7144301,-47.52498266,-13.03860865,144.7548959
7144300,-107.7543529,-7.471341455,254.4404158
7144201,-47.34392505,-12.69927128,144.7319723
7144200,-2.534516623,0.295285481,10.33032206
7144100,-3.30323525,0.326558506,11.86139272
7144050,-15.35829138,0.482257973,27.54619925
7143672,-2.730137262,0.133665384,9.793062807
7143665,-2.911785383,0.165227257,11.42436989
7143375,-322.4342484,-11.44719066,766.9368637
7143330,-454.6826845,-69.87144278,968.2734813
7143300,-22.0466844,0.091204863,95.74896525
7142680,-2458.251328,-261.9815373,5881.927717
7142575,-7.460476675,-1.126401902,16.85616947
7142019,-0.529025441,-0.394998014,0.417693113
7141900,-68.39573142,-3.756233856,161.5359091
7141780,-127.820902,-9.261071101,274.4070433
7141300,-5433338.2,-1257.526041,21523106.07
7141200,-1363.629296,-14.7534003,5450.266054
7140890,-16347.04243,-1369.253769,33062.68985
7138064,-0.632821069,-0.363513639,0.757613823
7138050,-0.997477252,-0.997477252,0.760243661
7138020,-47410.75992,-486.4153108,164974.2371
7138000,-29770.62427,-273.1154463,138500.8353
7137500,-2192.533499,-208.0487511,8520.813698
7137010,-0.53145116,-0.53145116,0.222215656
7134180,-173938.0372,-144.9383256,831225.5522
7134100,-117.4906736,-29.25188105,233.8418139
7133000,-887.8823044,-128.4330564,2380.711434
7130500,-85.50385983,-46.24116451,140.9321267
7128500,-4.718308151,-0.695532605,11.7929604
7126485,-1.156499341,-0.72742708,1.562518726
7126325,-10.00165078,-5.771222083,13.43346971
7126300,-5.379849331,-1.290365313,10.77216751
7126200,-42.006768,-0.032005253,162.6143302
7124410,-2.024290861,-1.00392298,2.239023717
7124200,-1.151293639,-0.443235412,2.495514464
7124000,-279.429986,-71.56103552,767.1561314
7121500,-7.306837572,-4.331401422,9.945980237
