site_no, average,dec_lat_va,dec_long_va
2156300,-0.074242422,34.9481803,-81.8687141
3213500,0.311578616,37.44555556,-81.8711111
2150495,-0.456389329,35.40444444,-81.8725
3140500,-0.548366544,40.24840465,-81.872909
2294217,-24600.38615,28.04418733,-81.876192
2296750,-10.70941248,27.22088245,-81.8761946
3203000,0.056469583,37.740385,-81.8767857
2297100,-19.43451905,27.16671794,-81.8795282
2238500,-185704.4731,29.0811111,-81.8808333
3159540,0.641769153,39.06368935,-81.8818024
4201500,0.3636085,41.4075483,-81.88263759
2203000,0.497803779,32.1843611,-81.8892222
2138500,0.383227219,35.79555556,-81.8911111
2294405,-18.30583001,27.98280097,-81.8934151
2240500,-27.72231852,29.37166667,-81.9019444
2297105,-14.73971764,27.1625,-81.9019444
2196690,-23.63717721,33.4781928,-81.90761399
2166501,0.190205898,34.16763036,-81.9078923
2298202,-3.393489278,26.98478094,-81.9356414
2197000,-8.314862121,33.3737518,-81.94289329
2243000,-298.0049691,29.50969267,-81.9461999
2155500,-0.162754161,35.10984144,-81.9595507
2197830,-1.379897091,33.11830556,-81.9636111
3203600,0.293751304,37.84232616,-81.9759574
2240000,-65.03124777,29.21469888,-81.9859203
2154500,-0.417386092,35.12095166,-81.9859403
3139000,-0.095046026,40.48145387,-81.985979
2297310,-1.017356866,27.19949477,-81.9884193
2239000,-5866.77397,29.18331078,-81.9923091
3144500,-0.647852879,40.12034687,-81.9995802
3201405,0.683640991,38.4453673,-82.0068032
2300882,-3.362093523,27.89030394,-82.01175129
2301900,-1.55633444,28.18194444,-82.0125
2297155,-30.46051427,27.4872613,-82.0234197
2196485,-143.4188154,33.54930154,-82.0367836
2160390,-0.781566838,34.68345815,-82.0398229
2239501,-680.9551982,29.2149764,-82.0412
2239600,-108.0338586,29.21942074,-82.0425889
21964832,-3172.941382,33.56138889,-82.0511111
2227500,0.437196836,31.45213889,-82.0543333
2137727,0.111469961,35.6858333,-82.0602778
2312667,-267.8931568,28.77026704,-82.0636961
2301150,-2.603847332,27.72930556,-82.0742778
2231000,-2.844788185,30.35884726,-82.0815013
3159500,0.483504323,39.32896188,-82.0876439
2301000,-12.24099228,27.8839148,-82.10008689
3159246,0.516898486,39.42979358,-82.1009782
4200500,0.214952487,41.38032368,-82.10459279
2149000,-0.019575395,35.4233333,-82.1116667
2196835,-0.130006185,33.4386111,-82.1161111
2301300,-1.535071265,27.79669525,-82.1175877
2157510,-0.044140135,34.9401187,-82.1234421
2298492,-0.450502294,27.4094869,-82.1264772
2154790,-1.018593068,35.1065051,-82.1295549
2298495,0.135245104,27.38448789,-82.1298107
2158408,-0.131848786,34.92095239,-82.130109
2312675,-787.1049493,28.8425,-82.1302778
3478400,-17.5131018,36.63177439,-82.1337425
3144000,0.622249895,40.1197222,-82.13638889
21652801,-17.46125721,34.525,-82.1383333
2298488,-3.989790347,27.4292084,-82.1386997
2197020,-5.28769112,33.37319577,-82.1387309
21650905,-15.395438,34.39138889,-82.1394444
2298554,0.432426563,27.3661553,-82.1492555
2302500,-26.37918244,28.1397222,-82.15
2312700,-158.7645498,28.8002651,-82.1528658
3524000,0.624592315,36.9448295,-82.1548569
2298608,0.462323913,27.3436562,-82.1567556
2312645,-160.5363597,28.70443503,-82.1570313
2165200,-0.027705247,34.52011957,-82.1570514
2160381,-0.412422034,34.71678818,-82.1737222
2298530,-0.448307662,27.4097648,-82.1750893
2225500,0.466973006,32.07852776,-82.1773432
2312000,-265.1223832,28.4799981,-82.17758499
2298527,0.154837943,27.40365397,-82.181756
2196000,-0.0701936,33.72929717,-82.1817873
2312720,-58.62695725,28.82331955,-82.1831448
3463300,0.435212053,35.83138889,-82.1841667
2301990,-29.26965321,28.18555556,-82.1841667
3158200,0.715636361,39.43534835,-82.1915365
3207800,0.532278667,37.35371995,-82.1956935
2300100,-2.446558812,27.70475366,-82.1978672
2312300,-155.7769416,28.5211073,-82.209253
2301500,-3.848442598,27.872248,-82.2112008
2300210,-0.417793937,27.60197978,-82.2112009
2299950,-1.974943336,27.47365137,-82.211201
2157470,-0.522512996,35.03888889,-82.2186111
2320700,-72030.68395,29.84635394,-82.2195493
2299472,-0.181713824,27.06933333,-82.2203333
2312500,-823.8461698,28.5927714,-82.222032
2163500,-0.35014937,34.39178518,-82.22345068
2160326,-0.174280898,34.85650727,-82.22622468
2228500,-2.381392062,30.51773125,-82.2303954
2303000,-1.755656039,28.15029044,-82.23175318
2195320,0.487337561,33.60096698,-82.23262169
2201230,0.171635953,32.81469444,-82.235
2303205,-640.6032146,28.02835317,-82.2453678
2312764,-51.85692967,28.9511111,-82.25
2312558,-120928.6579,28.644436,-82.25703368
2321000,-262.4433735,29.9982954,-82.2739992
2312762,-35.14464905,28.91220435,-82.2800934
3213700,0.094101435,37.67315699,-82.2801408
3201902,0.653289723,39.23055556,-82.2858333
2227270,0.41543855,31.37549219,-82.288736
2300300,-0.765720409,27.6494778,-82.294258
3208500,0.353167083,37.20705367,-82.2956993
2164110,-0.366629056,34.65289568,-82.2976186
2160325,-0.725178412,34.88345068,-82.3012278
3206600,0.516185827,38.0118333,-82.3059722
2303330,-7.029456775,28.0986111,-82.31138889
2298830,-7.197689174,27.23521944,-82.3118944
4199500,0.358906143,41.38199,-82.3168273
2226500,0.532798275,31.2382737,-82.3245711
344894205,-17.52863764,35.68527778,-82.3327778
2197598,-0.846179588,33.18055556,-82.3340833
3146500,0.584164905,40.05923245,-82.3395948
2298760,-0.068951453,27.28838098,-82.3400929
3209000,0.182666538,37.23705384,-82.34320179
2313000,-22.51250822,28.98886759,-82.3495406
2300700,-0.170384989,27.79197208,-82.3520369
2300500,-1.332572055,27.67114344,-82.3525925
2225000,-1.127224036,31.9390829,-82.3534601
3207965,-0.256724089,37.43260479,-82.3537563
2298880,-48.22083511,27.1856073,-82.3556494
3202000,0.630131531,38.8736111,-82.3558333
2301750,-849.2707102,27.9258564,-82.3642595
2164000,-0.74423419,34.8001183,-82.3651213
2301745,-592.4602104,27.902246,-82.3770375
2225270,0.576194422,32.4406111,-82.38188889
2300018,-2.27513581,27.55337054,-82.3895379
3146402,0.415560706,40.05944444,-82.39638889
2303420,-17400.35461,28.1872222,-82.4022222
3450000,0.011857179,35.65305556,-82.4052778
3214500,0.043597459,37.83731869,-82.4087578
2303800,-35314.68121,28.08888889,-82.4091667
3145534,0.680429518,40.0525,-82.41138889
3145173,0.68138697,40.0375,-82.4133333
4159130,-0.050342034,42.98697429,-82.4246369
2300033,-18.74557119,27.42055556,-82.4261111
2321500,-322.9883826,29.9219073,-82.4262246
2313098,-2009.324285,29.07130556,-82.4266111
3208950,0.562588159,37.1239952,-82.4387614
2163001,-0.141733112,34.6148366,-82.44401468
2313100,-1382.512572,29.04942056,-82.44759948
2306000,-634.34217,28.02113004,-82.451761
3201980,0.610832883,39.0106303,-82.452102
3146000,0.486297377,40.22978675,-82.454881
3524500,0.674277586,36.92926938,-82.4562619
3465500,0.615524572,36.1764961,-82.457364
3210000,0.587396735,37.5670444,-82.45792659
21623975,-14.33141848,35.08388889,-82.46
3157500,0.680997891,39.5650661,-82.4746008
3145000,0.565796287,39.988675,-82.47487789
2162500,0.121097861,34.84233977,-82.4806814
3205470,0.727244333,38.59619126,-82.495157
3136500,0.404453322,40.4056175,-82.4998854
2192500,0.316113398,34.07150595,-82.5006853
3131982,0.53105312,40.6233333,-82.5111111
2300075,-74.66703966,27.57991667,-82.51338889
4199155,0.286807977,41.34838289,-82.51378249
2224940,-0.503974077,31.9578611,-82.5170278
3209500,0.292204537,37.4642676,-82.5262632
2162350,-1.301867375,35.1201172,-82.537623
2299861,-41.54143963,27.3678222,-82.5442639
3451000,-1.442652986,35.5683333,-82.5447222
2306647,-160.0630225,28.01390775,-82.5450963
3145483,0.559384768,40.06888889,-82.5516667
3447687,0.522652142,35.42916667,-82.5525
2306950,-70.63750857,28.06501684,-82.5553744
2306654,-3.528430686,28.00048604,-82.556316
2321898,-1429.144298,29.92656389,-82.5596472
2314500,-2.472739891,30.68055556,-82.5605556
2226362,0.682378336,31.30270937,-82.5612501
2306774,-477.6999529,28.06583333,-82.5658333
3490000,0.217967895,36.60871119,-82.567931
2307000,-118.4280709,28.03696237,-82.5759304
2187910,0.013557963,34.38316394,-82.577352
3451500,0.414692309,35.60888889,-82.5780556
3157000,0.659867087,39.5883982,-82.5784946
2310525,-537.5311225,28.51888454,-82.5823215
2310675,-20.61979149,28.76665075,-82.5887105
2321958,-64.66187838,29.8735723,-82.59122849
3446000,-1.964280614,35.39805556,-82.595
2309740,-3044.80765,28.22953268,-82.595306
3144816,0.586508519,39.9636111,-82.5986111
2200120,0.582321759,33.04458333,-82.6036667
2310689,-20.37753333,28.8131111,-82.60563889
4199000,0.251011322,41.3008852,-82.6082326
2201000,-0.175247954,32.97566667,-82.6098056
3453000,-0.133342158,35.7697222,-82.6208333
3443000,0.484842152,35.29916667,-82.62388889
4159492,0.037363115,43.15086,-82.6246474
2224500,0.15431377,32.19129079,-82.6331903
2313250,-118.8528491,29.02108538,-82.6378818
2162290,-6.739733378,35.06345088,-82.650128
3466208,-22.98894014,36.2059377,-82.6504274
3129197,0.4839431,40.8811111,-82.6597222
3453500,0.392603017,35.78638889,-82.6608333
2310000,-4729.250458,28.21417784,-82.6664882
2215500,-0.937951522,31.91991667,-82.6740556
2308935,-4.530687364,27.81419235,-82.6956554
2307445,-1298.673233,28.07705556,-82.6977778
3441000,0.173259164,35.27305556,-82.7058333
2307674,-0.946840187,27.97550618,-82.7131558
2315000,-2.1029757,30.5074414,-82.7162406
2307780,-12.12486187,27.91585545,-82.7248228
4159900,0.282002845,43.0544713,-82.734649
2308870,-10.63265218,27.8722458,-82.7370453
2315500,-2.842913224,30.3257812,-82.7381826
2309415,-3.495721005,28.02335166,-82.7406565
2307668,-8.008971584,27.9797421,-82.7423232
2193500,0.595268712,33.61277778,-82.7425
2309421,-0.348748967,28.04,-82.7475
2186000,-0.09130604,34.8015012,-82.7484725
3527000,0.183256428,36.64870849,-82.7504384
2322688,-2051.954519,29.9799552,-82.758457
2309425,-4.546463249,28.0469618,-82.7587125
4160600,0.128595426,42.9008622,-82.7690914
2192000,-0.158721876,33.97416667,-82.77
3529500,0.450599002,36.86898536,-82.7754387
2322700,-56.17286227,29.95273288,-82.7859573
3212500,-0.094219392,37.81537197,-82.7915493
2186702,-1.345891054,34.645,-82.8005556
2215900,0.483884959,32.0523988,-82.8156974
3454500,0.386730948,35.88991667,-82.821
3223425,0.510232736,40.5489487,-82.8212902
3277300,0.407853421,37.11759849,-82.82460429
3439000,0.147042569,35.1433333,-82.8247222
3215410,0.689305667,38.0295332,-82.846829
3456991,0.526781684,35.52194444,-82.8480556
3228300,0.643341855,40.2361735,-82.8512892
2193340,0.338113018,33.68262815,-82.857923
2322800,-3.503929101,29.91162076,-82.8604033
3234500,-0.600001194,39.21228934,-82.8637854
3456500,0.365458743,35.46166667,-82.8697222
3228500,0.12371883,40.1036745,-82.8840675
4164500,0.180966554,42.62920008,-82.8888104
2223500,0.154879238,32.54461117,-82.894587
2188600,-1.377757738,34.16872037,-82.89652898
3456100,0.46362567,35.46388889,-82.9
4165500,-0.004100745,42.5958674,-82.90881
345577330,-14.00939911,35.42666667,-82.9197222
3228750,0.560107387,40.35672806,-82.9215704
2216180,0.447266572,31.99138889,-82.9219444
2323000,-1.344137629,29.79134359,-82.924293
2320500,-1.677088304,29.955785,-82.9276278
2315550,-0.458017126,30.3929988,-82.9331875
3455500,0.485006486,35.3961111,-82.9375
3527220,0.211517512,36.57280708,-82.938754
3216500,0.521929315,38.3300813,-82.9393353
4164000,-0.300338939,42.57781225,-82.951589
3491000,0.64059265,36.42620656,-82.9518304
3217000,0.229582523,38.5642453,-82.9521158
3230700,-0.412515479,39.60145128,-82.9551804
2223248,0.100016813,32.78737974,-82.95708859
3229500,0.097122558,39.85673038,-82.9571255
4164800,0.267915032,42.7064207,-82.959094
2223110,-0.003443722,32.89126617,-82.9609774
3228805,-0.57315065,40.18228495,-82.9615711
3229796,0.378789788,39.71089625,-82.96295889
3231500,-0.505648829,39.34145297,-82.9710126
2323566,-298292.6982,29.4896808,-82.976791
3234300,0.440488867,39.3203421,-82.9782349
3459500,0.311640298,35.635,-82.99
3400500,0.170779563,36.97398059,-82.99294
2320250,-2482.355841,30.0060603,-82.997352
2191300,-0.411987886,34.0733333,-83.0033333
4196000,0.201419219,40.80366875,-83.00574369
3229610,-0.099843819,39.77422977,-83.0076834
2191743,-0.536909018,34.03150107,-83.0090326
3227500,0.123043599,39.9095084,-83.0090724
3237020,-0.767127601,39.07006954,-83.0196224
4164100,-4.314956404,42.82252996,-83.0202102
3227107,0.17031828,39.99777778,-83.0236111
4161820,-0.076921241,42.6144781,-83.02659329
3226800,0.19281755,40.110341,-83.0318515
2317500,-0.435907193,30.7041006,-83.0331955
3491544,-1.733265742,36.37981674,-83.0465542
3248300,0.607524279,37.73064817,-83.0579478
2223056,-0.720555242,32.93987333,-83.0668149
3225500,0.184605859,40.35506096,-83.0671318
3221646,0.06844507,39.98916667,-83.0677778
2191740,-1.636672762,34.02066816,-83.0693128
4163400,-0.758057716,42.60142277,-83.0713165
3460000,0.443884744,35.6672222,-83.0727778
2317620,-0.332678034,30.59826888,-83.073195
2323592,-1.64996224,29.33940554,-83.086515
4165710,-0.491248819,42.2980939,-83.0926997
3531500,0.683452579,36.66203367,-83.0948928
4197100,0.534124641,41.022278,-83.1096382
3230500,0.400272638,39.7006176,-83.110187
3460795,0.550169063,35.7836111,-83.1119444
2176930,-2.589930319,34.97452778,-83.1161667
3221000,0.112621815,40.14339564,-83.1204664
4161540,0.047640907,42.68836558,-83.1429886
3508050,-0.118902005,35.28777778,-83.14388889
3230450,0.438731307,39.8478333,-83.1573333
4198000,0.039314293,41.3078307,-83.1588088
3455000,-0.044978184,35.98151389,-83.1612083
3234000,0.202931429,39.2636763,-83.16685208
2223360,-2.991520815,32.76652778,-83.1672778
4197170,0.500717475,41.1136659,-83.1682521
2320000,-1.228987527,30.09994513,-83.1715247
2319500,-0.611035838,30.38466196,-83.1718058
3220000,-0.360301066,40.24839457,-83.1738026
3461500,0.520887358,35.96065267,-83.1743237
3467609,0.023098452,36.12633749,-83.1753042
4197137,0.028240677,41.11416667,-83.1797222
2319394,0.15894552,30.41049435,-83.18013979
3277500,0.327943003,37.2465833,-83.1827778
2316000,-4.575307351,31.3843626,-83.1923758
2223190,0.306711606,32.84994444,-83.1930556
3219500,0.132352159,40.4195042,-83.1971372
2223000,-0.341712491,33.0895876,-83.215432
3237280,0.417624956,38.64368745,-83.21573648
4166000,0.260636348,42.5458678,-83.2235418
4161000,-0.396043705,42.63336646,-83.2243782
4195820,-0.161213383,41.49116178,-83.2246454
4159010,0.728137827,43.9394586,-83.2416231
2319300,0.397631843,30.48243547,-83.2429207
2319800,-1.259096692,30.2449425,-83.24958439
4168400,0.019590858,42.30837099,-83.2527063
4166500,-0.88127522,42.3730923,-83.2546513
4196500,0.105957735,40.85061194,-83.2563084
3230800,0.435663811,39.7150611,-83.2571369
3400800,-0.31802138,36.75230974,-83.2574012
2319000,0.321664383,30.59548716,-83.2595906
3230310,0.429003892,39.9511729,-83.26936009
23177483,-48.54770092,30.94936646,-83.2715421
2215260,-0.128387574,31.996567,-83.2784899
4168580,-11.63443046,42.2694826,-83.28965169
3510577,-0.718201075,35.38444444,-83.2916667
2218300,0.452156929,33.72123385,-83.2954357
4166100,-0.107914024,42.4475356,-83.29743079
2177000,0.431452431,34.8139814,-83.305993
3280700,0.571215549,37.1650931,-83.3079564
4167000,-0.979395036,42.34809259,-83.31159728
2324000,-8.71329267,29.78661294,-83.3215262
3400986,0.355093616,36.8445329,-83.3235148
4146000,-1.954398416,43.0447494,-83.33716779
4196800,0.515593496,40.9228332,-83.3488116
4146063,-0.715679169,43.1594706,-83.3507814
3512000,-0.359236895,35.46138889,-83.3536111
3401000,0.394109334,36.84675484,-83.3557386
4195500,-0.098583395,41.449496,-83.3613156
4166300,-2.130559643,42.46447955,-83.369655
3501500,0.788524325,35.18592846,-83.3712647
3232000,0.532876373,39.3792304,-83.3754706
2181580,-114.2291361,34.73203858,-83.3757198
2217770,-0.200914758,33.9697222,-83.3775833
3500000,0.477909486,35.15,-83.3797222
3217500,0.116738645,40.57194444,-83.3841667
3232500,0.435895428,39.21839888,-83.3854695
3280000,0.118997471,37.55231228,-83.3857358
3501975,-39.85949483,35.2328611,-83.3914722
3500240,0.324184222,35.15888889,-83.3941667
3528000,-0.027842657,36.425087,-83.3982345
2181350,-201.0102735,34.75027778,-83.405
2315920,-95.28626495,31.63129589,-83.4179382
3237500,0.190620219,38.8036838,-83.4210226
2217500,0.178475601,33.94666667,-83.4227778
4137500,-0.931347713,44.43640447,-83.4338609
2220900,0.541668939,33.3140213,-83.4371088
3513000,-0.190039807,35.4275,-83.4469444
2318500,0.448103292,30.79305556,-83.4536111
2318380,0.486683831,31.0010254,-83.45821639
2215000,-0.690204235,32.28277778,-83.46238889
3282500,0.735905303,37.8123083,-83.4637953
2191227,-4.648061578,34.2695,-83.4676667
2324400,-133.5488089,30.09827057,-83.4718112
2219000,0.540092842,33.78817637,-83.4740513
3250100,0.746027793,38.1992478,-83.4804635
2221525,0.537298738,33.25235506,-83.4812762
2215100,0.428309117,32.23944444,-83.5016667
2217615,-1.750588433,34.20027778,-83.5158333
4147500,0.164923715,43.11113726,-83.5193965
4188399,0.007464659,41.03555556,-83.52
2217643,-2.318701122,34.1620583,-83.5250944
3503000,0.405834454,35.33638889,-83.5269444
23312495,-9.311663399,34.6186111,-83.52888889
2178400,0.263066449,34.89037075,-83.530441
4176500,0.315729447,41.9606008,-83.53104619
2318000,0.488150352,31.15555556,-83.5436111
4188337,0.160216431,40.9244986,-83.5571508
2318700,-1.047562743,30.82555556,-83.5625
2217475,0.358985898,34.03166667,-83.5633333
4188400,0.16257117,41.0339426,-83.5793742
4148140,0.486612611,43.0336381,-83.5813417
2317797,0.198514224,31.48185048,-83.5840559
4188433,0.164319047,40.9825539,-83.5857631
3250322,0.109334234,38.24730198,-83.5893567
3281000,0.206040593,37.55508768,-83.5937993
4177000,0.258000645,41.65968056,-83.6125472
3504000,0.2508419,35.1275,-83.6186111
2213000,-0.608265225,32.8386111,-83.6205556
2331600,0.205529878,34.5407222,-83.622775
4170000,-0.156031644,42.57892089,-83.62660809
3532000,0.329171028,36.54214606,-83.6303312
4133501,0.184515446,45.1241787,-83.63554
2331000,0.288391513,34.57704154,-83.6357316
2214590,-1.468782018,32.42669444,-83.6443056
3505550,-0.017982758,35.305,-83.6522222
4188496,0.093838502,40.9792203,-83.6532653
2325000,-9.632776155,30.0713236,-83.6623725
2220788,0.178901282,33.5563611,-83.6665278
3281500,0.145540963,37.47981018,-83.6751923
4193999,0.320473318,41.60944444,-83.6841667
4189000,0.154922587,41.05588646,-83.6879889
4174518,-1.480070159,42.2647606,-83.688273
2214075,-7.169155412,32.69187778,-83.7009722
3497300,0.37538664,35.66453328,-83.7112821
2217297,0.067043384,34.0459422,-83.7115595
4193500,-0.920872403,41.5000526,-83.7127145
3544970,0.229393787,34.8836111,-83.7223056
2212600,0.488498447,33.10030556,-83.7231667
2212735,-0.198302662,33.0168611,-83.7271944
2330450,-0.109439314,34.7008333,-83.72888889
4174500,0.235020828,42.28698238,-83.7338296
4148295,0.580417066,42.9858609,-83.7388461
4151500,0.101286438,43.3278021,-83.7480196
3266560,-1.161810609,40.25227718,-83.749655
2213500,0.31928032,32.80888889,-83.7583333
3281100,0.619323536,37.15203405,-83.7601974
3282000,-0.166161787,37.555364,-83.7682513
2209360,-0.489922279,33.50725,-83.77025
4148500,0.357309603,43.03891625,-83.771626
4176400,0.133538287,42.13031915,-83.7757737
2208450,0.614606402,33.63938889,-83.7784167
4193997,-0.209758471,41.52694444,-83.7808333
414826545,-20.61630514,42.91194444,-83.7902778
2208493,-19.4235588,33.6285,-83.7988611
3267000,-4.437592068,40.1075575,-83.7990978
4172000,-0.132108879,42.4653119,-83.799943
4137005,-1.483210744,44.56084749,-83.802764
2326500,-181.3474244,30.36992847,-83.80682559
3282040,0.694395245,37.5006422,-83.8101979
2208485,0.516148177,33.7108333,-83.8111111
2326000,-3.328008512,30.17076448,-83.8237679
2209000,0.592865401,33.5059506,-83.8249037
2208487,0.340153581,33.67944444,-83.8297222
3250190,0.481525641,38.02396899,-83.8315854
3267900,-0.410554235,39.9642265,-83.8315962
3282060,-0.200412158,37.60202947,-83.8329755
2210500,-0.086561024,33.3126111,-83.8373611
4136900,-1.676665983,44.61279117,-83.83776619
41482663,-19.71912189,42.9419733,-83.8460698
2217274,-19.65775262,34.0822222,-83.8544444
3269500,-0.140085802,39.92311527,-83.8702081
2211800,0.412772743,33.11485079,-83.870461
3241500,0.548634624,39.72238889,-83.8823056
2208000,-0.076865476,33.4998611,-83.8841667
3498500,0.506242316,35.7856206,-83.88460359
2208150,-0.685402218,33.91694444,-83.8880556
4157060,-0.31182701,43.6011111,-83.8916667
2218565,-1.318070202,34.01027778,-83.8941667
4173500,0.27603052,42.30031476,-83.8982774
2349900,0.2441391,32.19555556,-83.9022222
3260706,0.300468866,40.31116317,-83.9124371
2207435,-1.129861786,33.7111111,-83.9144444
4189131,0.016307477,41.01527778,-83.91888889
351706800,-11.93607566,35.4383333,-83.91888889
3498850,0.592695054,35.8088391,-83.926578
2207448,-1.480346489,33.66138889,-83.9277778
3238495,0.258478162,38.9197222,-83.9283333
3240000,0.482850653,39.74839296,-83.9313196
3283500,0.462124932,37.86480329,-83.9335328
3550500,-0.760777294,34.8412001,-83.93601899
2207418,-1.555283393,33.72916667,-83.9372222
2207335,-0.614470495,33.66694444,-83.9380556
2208050,-18.31281618,33.97855556,-83.9391667
2327355,0.456149357,31.0022222,-83.9391667
2333500,0.118779075,34.52805556,-83.9397222
2207400,-0.121952676,33.82138889,-83.9425
3282120,-0.280155789,37.6783333,-83.9483333
4157005,-0.422696167,43.4219699,-83.951918
2204520,-0.208298735,33.4845833,-83.9579722
4189174,0.141220564,40.97305556,-83.97638889
2326526,-60.11747223,30.3013159,-83.9796085
3550000,0.277170368,35.13888889,-83.9805556
4176000,0.410046871,41.9047691,-83.98077629
4144032,0.575188509,42.88169789,-83.9846833
3535000,0.539092255,36.11441319,-83.9881737
2207385,-0.408522476,33.81527778,-83.99013889
3250500,0.040883923,38.4200749,-83.9974261
2350512,-0.261507427,31.725,-84.0186111
2388975,0.110363748,34.4090833,-84.0198056
4142000,0.276868396,44.0725203,-84.0199939
3251200,0.676159351,38.5947955,-84.0202056
2207185,-0.501733275,33.7775,-84.0377778
2349605,-0.11033004,32.29305556,-84.0436111
2327500,0.605983429,30.87574687,-84.0454502
4189260,0.066161505,41.0169962,-84.0468889
3246500,0.293258374,39.05256455,-84.0504885
4192599,-0.054159937,41.35638889,-84.0508333
3535200,0.48620257,36.0184137,-84.0515795
3252300,0.506087716,38.2474368,-84.05514979
2207120,-1.022403819,33.7722222,-84.0577778
2207220,-1.159337443,33.73371945,-84.061859
2204130,0.164660364,33.57983406,-84.0640805
2334480,-0.297628263,34.1325,-84.07
4175600,-0.532803367,42.1680947,-84.0760575
2207160,-0.904661719,33.77327778,-84.0771667
2334578,-0.962184444,34.09638889,-84.0780556
2334430,-33.29519934,34.15694444,-84.07888889
3270000,0.084920065,39.79728106,-84.088548
2334885,-1.037195644,34.0325,-84.08888889
3404900,0.719774706,36.9514765,-84.0935427
3282290,-0.420703848,37.78396929,-84.1032602
2205865,-1.28039537,33.9411111,-84.1077778
2334653,-4.246203511,34.05630556,-84.1090833
3403910,0.602479195,36.63397105,-84.1115969
2389150,-0.03311421,34.35805556,-84.1133333
4187100,0.154763687,40.7247729,-84.1263371
2204070,-0.356761953,33.62983228,-84.1285277
2334620,-0.856256276,34.07148875,-84.1301922
4136500,-1.258594895,44.66001385,-84.1311167
2207135,-1.113530248,33.83041667,-84.1393333
2351890,0.389869341,31.7761111,-84.1394444
2352500,-0.44569042,31.59416667,-84.1441667
2326900,-6.69323065,30.2714311,-84.1482508
3261500,0.522498479,40.2869942,-84.149943
2204037,-1.200030213,33.66819444,-84.1511667
2326885,-32.69246998,30.2852222,-84.1511944
3404000,-0.156279517,36.743417,-84.1560449
3263000,0.226121588,39.87450176,-84.16188479
3535400,0.378299488,35.96501528,-84.178662
4144500,0.25924593,43.01502685,-84.17997
3271300,0.244518398,39.6542259,-84.1957722
3270500,0.115856307,39.7653365,-84.1974405
3262700,0.319269044,40.04033169,-84.1977209
2203960,-0.724824234,33.69666667,-84.1986111
2335000,-10.54367532,33.9972222,-84.2019444
2390050,-0.469324029,34.35255556,-84.2062222
2390000,-0.246888786,34.42564847,-84.2118618
2335580,-0.088257197,34.15593045,-84.2185305
4111379,0.514211205,42.6830899,-84.2191329
2203950,-2.116398339,33.7634389,-84.2201982
2203900,-1.123254913,33.66577778,-84.224
2336030,-1.472250142,33.9058333,-84.225
4188100,0.147728655,40.9903287,-84.2266132
4190000,0.024735406,41.0414393,-84.2268905
3262500,0.341977798,40.1508844,-84.2288333
2346310,-0.211981727,33.1872222,-84.2294444
2347500,-0.057356448,32.72138889,-84.2325
3244936,0.628325887,39.2647812,-84.2327142
4156000,0.078292129,43.59530477,-84.2355439
2211375,-0.406569257,33.27166667,-84.23638889
3271000,0.379238348,39.76672525,-84.2366086
3247500,0.222081488,39.13700548,-84.2379918
3262000,0.235418872,40.21449409,-84.2441116
2204285,-1.536510417,33.4925,-84.245
2336152,-2.389714877,33.81044444,-84.2479722
4184500,0.34479111,41.6594951,-84.2491148
2350900,0.185780049,31.76444444,-84.2533333
2203863,-1.014790645,33.69319444,-84.25388889
2351500,-0.1004695,32.08305556,-84.2580556
3284000,-0.562137932,37.89396779,-84.26048609
2390140,-0.609247294,34.2931497,-84.2635319
2335350,-0.560419525,33.965,-84.2647222
4186500,-0.50704523,40.9486617,-84.266059
3251500,-0.291781358,38.60007244,-84.2663239
2335700,-0.032727942,34.05055556,-84.2694444
3518500,0.483431837,35.3620163,-84.2790141
4192500,-0.742224906,41.2919928,-84.2810573
3271601,0.171073253,39.6067252,-84.2868854
4136000,-1.0015741,44.6769593,-84.2925146
3406500,0.266807131,37.1711952,-84.296047
3245500,0.083474537,39.17144887,-84.2979933
3271620,0.11010447,39.563114,-84.3049408
2328522,0.444538115,30.6690846,-84.3051807
3253500,-0.582818101,38.7103478,-84.3107693
4127885,-0.150282235,46.4983333,-84.3152778
2335450,-7.71686286,33.98593369,-84.3160356
2203700,-1.740443615,33.6889966,-84.3304798
3238745,0.647891226,38.9514529,-84.3382712
2353000,-0.87488603,31.30694444,-84.33888889
2336240,0.158131117,33.8030833,-84.3406944
2336120,0.102974404,33.83149307,-84.342703
3404500,-0.160512205,36.8373036,-84.3432703
2336340,-2.27399051,33.89775,-84.34525
3253000,0.183508974,38.6586817,-84.3518814
2335757,-0.310298809,34.0175,-84.3533333
3265000,0.461993737,40.05782925,-84.3560589
2203655,-0.877899188,33.67899706,-84.3579807
2344478,-0.089990243,33.25694444,-84.3627778
4112000,0.393818863,42.67586828,-84.3638605
3238772,0.242488382,38.98666667,-84.3652778
4155500,0.508351378,43.56447276,-84.3691619
2336360,-1.165160823,33.86916667,-84.37888889
2335815,-5.838469153,33.96805556,-84.3827778
3261950,0.179907051,40.30699246,-84.3838383
2329000,0.065533368,30.55408644,-84.3840715
2344350,0.007043458,33.41555556,-84.3847222
2335790,0.186812576,34.00287797,-84.394372
2344396,0.004291357,33.3597222,-84.3944444
4191500,-0.140375479,41.23754895,-84.3991137
2391540,-3.138009167,34.3106494,-84.4032587
3272000,0.470235963,39.6378342,-84.403834
4191058,0.254001187,41.09194444,-84.4075
2336300,-0.180872649,33.82030556,-84.40763889
