site_no, average,dec_lat_va,dec_long_va,NSE_state
1064118,-17.31507661,43.68694444,-70.3472222,4
1047200,-0.102990119,44.85777778,-70.48527778,4
11058837,-35.36284438,41.59233175,-70.50780579,4
1057000,0.449965328,44.30388889,-70.5397222,4
1054500,-2.037060749,44.5519444,-70.5441667,4
1067950,-0.711545749,43.4322222,-70.5533333,4
1069700,-8.917675245,43.37916667,-70.5833333,4
1055000,0.474894518,44.64277778,-70.58888889,4
1105876,-5.943461035,41.94177039,-70.6225338,4
1063310,-96.62003814,43.85555556,-70.6397222,4
1069500,-0.768470801,43.4183333,-70.6583333,4
1054300,0.459945488,44.5933333,-70.7330556,4
1105870,-3.488636642,41.9909362,-70.7336491,4
1068910,-2.290458303,43.4183333,-70.7380556,4
1066000,0.028344341,43.80805556,-70.7816667,4
1105730,-3.050574048,42.1006571,-70.8225415,4
1105917,-2.304568832,41.66260446,-70.8383696,4
1073785,0.060491166,43.0358333,-70.8475,4
1105638,-7.464873557,42.2348226,-70.8719892,4
1102000,-14.72617453,42.6598157,-70.8936622,4
1105600,-2.73187693,42.1903779,-70.9447679,4
1101000,-15.69953616,42.75286948,-70.9456096,4
1073500,-0.044840764,43.10258558,-70.952559,4
1108000,-1.323356123,41.9339903,-70.9564307,4
1072870,-0.038245934,43.23480487,-70.9564507,4
1073000,-0.088318839,43.1486955,-70.9650603,4
1072800,-4.665051057,43.26841527,-70.9736739,4
1105583,-28.97767543,42.22093308,-70.9781026,4
1054200,0.35182578,44.39055556,-70.9797222,4
1105933,-0.426668325,41.58538185,-70.9903171,4
1102345,-20.45777949,42.4695404,-71.0069954,4
1101500,-19.59121806,42.56953869,-71.0269974,4
1073587,-6.572427237,42.9845316,-71.038392,4
1052500,0.31618743,44.8775,-71.0575,4
11055566,-31.46046916,42.2709321,-71.06838369,4
1108410,-9.156596189,41.8998232,-71.0894897,4
1064500,0.306030734,43.9908333,-71.0905556,4
1109060,-4.540316756,41.8662122,-71.12282369,4
1053500,-14.15633978,44.7825,-71.1286111,4
1103025,-15.51719437,42.40704077,-71.1339422,4
1109070,0.288687148,41.840379,-71.142824,4
1105500,-2.778097898,42.15454356,-71.1458842,4
1105554,-12.77535086,42.2092655,-71.1458851,4
1100627,-6.506275332,42.6714806,-71.1492239,4
1104000,-0.812221617,42.2550985,-71.1642196,4
10735562,-33.41422372,42.94897557,-71.16478279,4
1054114,-2.036563648,44.38131944,-71.1706556,4
1109000,-6.998026985,41.94760015,-71.1767155,4
1053600,-5.140535262,44.6661111,-71.18138889,4
1054000,-17.6623521,44.4358333,-71.19027778,4
1105000,-12.19723264,42.1775987,-71.2008863,4
1073319,-0.12020962,43.04138889,-71.2016667,4
1100561,-0.174990465,42.7431456,-71.208393,4
1100600,-4.759831449,42.5681488,-71.2147792,4
1100505,-0.064712863,42.8492547,-71.2150607,4
1104200,-23.64078903,42.3164861,-71.227833,4
1104500,-20.84263355,42.37231857,-71.2336668,4
1103500,-18.90430005,42.256209,-71.2600558,4
1104480,-503.7947818,42.3556519,-71.2650565,4
1104475,-3.849958458,42.3545408,-71.2681121,4
1104405,-1.027666767,42.436484,-71.2695014,4
1104455,-2146.17733,42.37259606,-71.27033448,4
1100568,-0.890329062,42.46703909,-71.2722795,4
1104430,-2.650200067,42.3981512,-71.2733903,4
10642505,-113.8832045,44.08388889,-71.2855556,4
1064801,0.398473291,43.83007396,-71.2878488,4
1103455,-27.59010641,42.25398645,-71.29339017,4
1100000,-0.481300466,42.64592464,-71.2983937,4
1099500,-14.78723448,42.6367581,-71.3020047,4
1109403,-4.414760149,41.83093377,-71.3503315,4
10965852,-26.57853026,42.78286636,-71.35367448,4
1089500,0.298790902,43.25674759,-71.36951248,4
1113895,-0.870447729,41.8884331,-71.38144467,4
1098500,-21.398824,42.31514167,-71.3838083,4
1103280,-26.03792791,42.1398197,-71.3895032,4
1098530,-21.12987935,42.3253732,-71.3975605,4
1097300,-67.69368628,42.51259289,-71.40422829,4
1089925,0.202304246,43.15980438,-71.4059011,4
1114000,-1.222298495,41.833989,-71.41061208,4
1129200,-0.820891694,45.04032368,-71.4439704,4
1117000,-0.575799954,41.6412122,-71.4445016,4
1116500,-0.095468125,41.75093399,-71.4450575,4
1097000,-4.06744268,42.432038,-71.4497848,4
1092000,0.011262257,42.9481405,-71.4634002,4
1130000,0.399164129,44.62505316,-71.4689721,4
1116905,0.078523807,41.63,-71.47888889,4
1089100,0.292188768,43.21369248,-71.4803481,4
1114500,-0.768755492,41.8589884,-71.4872823,4
1112500,-0.448981191,42.0064871,-71.5025613,4
1094000,-0.164590071,42.8575865,-71.5061785,4
1117350,-1.865214251,41.4823233,-71.5511719,4
1111500,-0.351061702,41.99648716,-71.56200758,4
1116000,-0.600331824,41.69010026,-71.5658958,4
1117370,-1.550524951,41.53898957,-71.568673,4
1096500,-2.247278998,42.66758945,-71.57506809,4
1115170,-1.295156694,41.84093269,-71.584508,4
1115183,-0.038787218,41.79759966,-71.5847857,4
1081000,-0.093122234,43.44174376,-71.5875752,4
1117420,-2.519047131,41.4767673,-71.6047849,4
1115098,-0.446577372,41.8525992,-71.6061754,4
1115110,-0.105051645,41.8456548,-71.6095088,4
1115114,-0.143058003,41.83759929,-71.6120089,4
1111212,-0.605713035,42.05481959,-71.6164542,4
1117430,-1.576169365,41.44621186,-71.6211738,4
1117468,-4.303051553,41.49260037,-71.6281194,4
1137500,0.322095749,44.2686741,-71.6303617,4
1129500,0.267822853,44.74977166,-71.63120018,4
1115630,-0.286337448,41.6267667,-71.6325646,4
1091000,-0.589175264,43.01480519,-71.64146129,4
1115280,-0.275952939,41.80398827,-71.6497879,4
1110500,-2.315523343,42.15370688,-71.65201138,4
1081500,0.253180009,43.42285456,-71.6528543,4
1096000,-2.338320058,42.63425619,-71.6578479,4
1074520,0.37895214,44.0475669,-71.6598029,4
1115276,-4.073606351,41.7853772,-71.6672885,4
1075000,0.419524022,43.9761792,-71.6795244,4
1117500,-1.533328055,41.44510024,-71.68089828,4
1076500,0.435712639,43.7592388,-71.6856337,4
1111300,-2.827825929,41.9812093,-71.68590049,4
1115265,-0.078872132,41.7906548,-71.6986785,4
1115190,-0.123862355,41.8223213,-71.70034528,4
1115187,-0.549814814,41.8187102,-71.7050677,4
1093852,0.448880494,42.8425858,-71.7067399,4
1110000,-5.501125509,42.230372,-71.7109023,4
1118000,-0.840210433,41.49815516,-71.7164561,4
1117800,-1.139068835,41.5739884,-71.72062318,4
1131500,0.070101973,44.4100591,-71.7206438,4
1094500,0.198140359,42.49506389,-71.7219333,4
1086000,0.300182026,43.25091159,-71.7322996,4
1085500,0.49563975,43.1928569,-71.7472995,4
1078000,0.206486818,43.56646307,-71.747857,4
1109730,-0.636432298,42.1889835,-71.7650702,4
1095434,-3.587193575,42.36453675,-71.775349,4
1094400,0.410900074,42.57620079,-71.7881285,4
1095220,-3.985571011,42.41092507,-71.7911829,4
1095375,-27.10347702,42.37286967,-71.8281279,4
1118500,-0.249953865,41.38371065,-71.8331247,4
1077400,-0.216138398,43.70388889,-71.8333333,4
1118300,-0.425299215,41.4748222,-71.8342361,4
1134500,0.281805993,44.5117231,-71.8373143,4
1076000,0.383414165,43.79562647,-71.8453594,4
1085000,0.454978254,43.1520237,-71.85730149,4
1133000,0.237517956,44.63394195,-71.8975942,4
1124151,-3.372212998,41.94356667,-71.8995972,4
1125100,-0.753545691,41.97846389,-71.90051389,4
1125500,-1.755426533,41.909475,-71.91386389,4
1125490,-0.923525264,41.92784444,-71.9300083,4
1124000,-3.660864239,42.0223189,-71.9556289,4
1082000,0.546969054,42.8625837,-71.95924609,3
1127000,-0.570481513,41.59749167,-71.9840944,4
1175670,-15.47006208,42.26481407,-72.0042418,4
1172500,-1.18011119,42.42509025,-72.0245212,4
1135300,-0.161862746,44.4353353,-72.03842899,4
1135500,0.201684845,44.3656147,-72.0392613,4
1163200,0.224156185,42.58842124,-72.04091198,4
1138500,-0.479946326,44.15339689,-72.0417577,4
11230695,-973.1398627,41.57000278,-72.0462444,4
1123000,-0.888513042,41.6717651,-72.05229807,4
1123600,-2.79704617,42.08261944,-72.0583806,4
1173000,-2.428433397,42.39120167,-72.0650774,4
1139000,0.103413917,44.1503413,-72.0650915,4
1162000,0.582208305,42.6842527,-72.08341388,3
1120790,-3.823724285,41.81616944,-72.1061694,4
1162500,0.27692826,42.6825859,-72.1150812,4
1127500,-0.262042495,41.5587094,-72.1214666,4
1135150,-1.548427062,44.47616707,-72.1245431,4
1123360,-2.704800024,42.108375,-72.1261306,4
1121000,-1.23171564,41.8437089,-72.1689662,4
1122500,-2.932890852,41.70037644,-72.1820223,4
4296500,0.070578201,44.94032449,-72.1892684,4
1122000,-2.39803804,41.7201,-72.195575,4
4296280,-0.010197486,44.87138889,-72.2005556,4
11277905,-33.19784985,41.3686111,-72.2022222,4
1174500,-4.146156897,42.3934237,-72.2384148,4
1121330,-30.68141134,41.83319444,-72.2427806,4
1176000,-10.911455,42.18231566,-72.263691,4
1119500,-5.90097642,41.7506544,-72.26563469,4
1157000,-0.119762388,43.03924586,-72.2700858,4
4296000,0.085804202,44.8689363,-72.2701041,4
1173500,-1.851205474,42.2362038,-72.27258047,4
1158110,0.412579778,42.9192478,-72.279252,4
1158000,0.142673656,42.9948023,-72.31119719,4
1144500,-1.193419354,43.64618187,-72.3123134,4
1119382,-11.53765632,41.8240111,-72.3128472,4
1160350,0.236636618,42.87147076,-72.3281415,4
1175500,-732.6088723,42.2678699,-72.3325824,4
1194000,-1.60478812,41.44166944,-72.33267778,4
1194500,-1.017930386,41.42751667,-72.33477778,4
1139800,-2.415622285,44.0928419,-72.33565327,4
1151500,-0.975495374,43.60257077,-72.35425819,4
1154950,0.062175994,43.14944444,-72.3616667,4
1152500,-0.159392561,43.38757327,-72.36203409,4
1174565,-2.006962888,42.45508906,-72.3817516,4
4293000,0.337214373,44.97282337,-72.38538628,4
1144000,-0.004204861,43.71423614,-72.418149,4
1154500,-1.128891023,43.12618905,-72.4367549,4
1166500,0.450400041,42.5975862,-72.43786449,4
1193500,-0.916560019,41.55232124,-72.44925287,4
1153550,-0.206170816,43.1917433,-72.48508889,4
1161000,0.332201538,42.78591586,-72.4861996,4
1154000,0.083869043,43.13757777,-72.4881444,4
1177000,-5.880489068,42.16064906,-72.5139756,4
1195100,-1.17583923,41.3061722,-72.5310333,4
1184490,-4.096483327,41.9138972,-72.5497,4
1170500,-0.922282479,42.5802222,-72.5745,4
4285500,0.189923696,44.29950278,-72.57872119,4
1192500,-2.03895345,41.7831548,-72.5873114,4
4286000,0.379572228,44.25672595,-72.59344318,4
1184000,-0.997982892,41.9873186,-72.6053669,4
1172010,-1.136051288,42.19146944,-72.6093111,4
4287000,-0.871286973,44.1825606,-72.6406655,4
1170000,-0.283426904,42.53591957,-72.65342328,4
1142500,-0.370738488,43.93450969,-72.6578821,4
1171500,-0.520805981,42.31897839,-72.6650907,4
1170100,-0.391786131,42.70341695,-72.67064738,4
4292000,0.373022778,44.6228287,-72.6762308,4
1304500,-228.7734476,40.9136111,-72.6866667,4
1169900,-0.845657583,42.5420303,-72.69370179,4
4293500,0.183194873,44.96004599,-72.696521,4
1183500,-0.029519194,42.1067602,-72.698981,4
1192883,-0.072381154,41.5202333,-72.7065306,4
1191000,-3.15277935,41.78443889,-72.7080556,4
1184100,0.32035625,41.96083889,-72.7104861,4
1169000,-0.182888649,42.63841775,-72.7250922,4
4288000,0.037733452,44.2772802,-72.7426163,4
1150900,0.006603872,43.62229069,-72.7589899,4
1189995,-0.710504592,41.9082833,-72.75935278,4
4289000,0.188504068,44.37033339,-72.7687298,4
4288225,0.380326609,44.52338556,-72.7717885,4
1155500,0.018286937,43.1089665,-72.775374,4
1196561,-64.40421874,41.4356083,-72.7794917,4
4288230,0.193662158,44.5039413,-72.7817883,4
4294300,0.419095918,45.00282217,-72.83346858,4
1196500,-1.004111044,41.45026389,-72.841275,4
1168500,-0.291904928,42.626,-72.8541944,4
1179500,-0.15334167,42.28786655,-72.8642636,4
1195490,-6.263842381,41.6034722,-72.8832,4
1188090,-0.749714003,41.7555472,-72.8870417,4
1181000,-0.362932925,42.23731169,-72.895654,4
1196620,-0.362000031,41.42041389,-72.9026583,4
1305000,-3242.453651,40.83027778,-72.9061111,4
1187300,-0.517967521,42.0375,-72.93932778,4
1188000,0.4537462,41.786209,-72.9648261,4
4294140,-0.605100814,44.96305556,-72.9919444,4
4282000,-0.260670526,43.6036792,-73.0131628,4
1186000,-1.730420364,41.9628729,-73.017606,4
1168250,0.301664052,42.66669444,-73.0301667,4
1186500,-0.030599533,41.9679222,-73.0334444,4
1208500,-0.577528811,41.4423,-73.0622833,4
1206900,-0.865986991,41.6737084,-73.0695527,4
4292500,0.472097479,44.67921477,-73.0726365,4
1185500,0.525109671,42.0788611,-73.0728833,3
4292795,-9.387317849,44.8486111,-73.1041667,4
1331500,0.172274253,42.61119407,-73.1239918,4
4294000,0.188547848,44.91670937,-73.1284645,4
4290500,0.114383034,44.47893867,-73.1387381,4
4292750,-2.364998597,44.7797674,-73.1437467,4
4292810,-232.8017949,44.8561111,-73.1508333,4
1306460,-218.7739809,40.77194444,-73.1586111,4
1332500,0.343133514,42.70035897,-73.158994,4
1205500,-0.052548697,41.38380278,-73.16663889,4
4282500,-0.274324546,44.01311488,-73.1678954,4
4282525,-0.223268087,44.0617249,-73.17067429,4
1203600,0.172682098,41.57585,-73.1784667,4
1333000,-0.018451288,42.7089695,-73.1967729,4
1197000,0.054639854,42.4695833,-73.1973333,4
1203805,0.026726309,41.5577083,-73.21535278,4
4282795,-1.350369849,44.3700512,-73.2162367,4
1208873,-3.57736355,41.1798189,-73.21900219,4
1304000,-21.5652058,40.84944444,-73.2241667,4
1204000,0.234460844,41.48193889,-73.2245722,4
4282780,-1.057662413,44.24922015,-73.22845688,4
4282650,-1.323416357,44.19810987,-73.2490117,4
1334000,0.165811988,42.91285604,-73.2564981,4
1208925,-0.31367625,41.165475,-73.2700083,4
12035055,-33.28730245,41.4065472,-73.2731833,4
1203510,0.118023158,41.41925,-73.2821,4
4280450,-1.96635047,43.46388889,-73.2841667,4
1202501,-12.55176839,41.719575,-73.29260278,4
1208950,0.027214087,41.15287436,-73.3059495,4
4280000,-6.626809508,43.6242324,-73.3115011,4
1209105,-0.306107572,41.22874167,-73.3241194,4
1308500,-115.13586,40.7086111,-73.3283333,4
1198125,0.265761959,42.0748138,-73.33344858,4
1209005,-5071.54085,41.24551389,-73.3492361,4
1197500,0.260204772,42.23191667,-73.3546667,4
1209500,-0.911658635,41.17073056,-73.3648167,4
1199000,0.075128373,41.95731548,-73.36928577,4
1334500,0.165737099,42.9386111,-73.3769444,4
1199050,-0.106286787,41.94231548,-73.3909532,4
1198000,-0.758906234,42.1929083,-73.3912306,4
4276500,0.180035464,44.3583333,-73.3944444,4
1208990,-0.644143544,41.29454,-73.39512029,4
1201487,-0.070041021,41.4658222,-73.40320278,4
4271815,-22.81227381,44.9022222,-73.415,4
1209700,-0.551353334,41.16376667,-73.4195444,4
1329490,0.160668102,43.1086111,-73.4216667,4
1309500,-2303.37415,40.68888889,-73.4547222,4
1303500,-214.5974636,40.8572222,-73.4633333,4
4273500,0.069387274,44.68166667,-73.4711111,4
1200500,0.106877751,41.6531496,-73.4898462,4
12095493,-36.0954236,41.31408889,-73.4928944,4
4273700,-0.969303056,44.64,-73.4947222,4
4273800,-0.41349666,44.59416667,-73.4961111,4
4271500,-0.728853827,45,-73.5008333,4
1209761,-3.364561687,41.1743222,-73.51107778,4
1200000,-0.298186354,41.65876389,-73.5286833,4
1327500,-17.16252112,43.30423926,-73.5465031,4
1209901,-3.1358371,41.0661111,-73.5492722,4
137449480,-39.29619273,41.44725,-73.5560833,4
1328770,-6.391518766,43.12538889,-73.5849167,4
1360640,-0.416984929,42.55194444,-73.59138889,4
1374781,0.253243422,41.3273611,-73.5914722,4
1327750,-2.872319036,43.26944444,-73.5958333,4
1374890,-1.171064904,41.2602222,-73.6018611,4
1374505,-11.44650063,41.39444444,-73.6069444,4
1374531,-13707.49533,41.37377778,-73.63875,4
4275500,0.360862961,44.45138889,-73.6425,4
1374821,-129.5013603,41.32719444,-73.6558333,4
1212500,0.28885963,41.0272972,-73.66175,4
1374901,-250.8575325,41.2661111,-73.6655556,4
1335754,-1.39037089,42.82916667,-73.6661111,4
1374701,-64.61410632,41.358,-73.6679722,4
4275000,-0.923357908,44.43738889,-73.6809722,4
1358000,-0.895211146,42.7522222,-73.68888889,4
1374598,-2.09732674,41.4758611,-73.6894722,4
137462010,-27.30784531,41.41180556,-73.69375,4
1311500,-65.54767159,40.6636111,-73.7044444,4
1357500,-1.062223033,42.78538889,-73.70777778,4
1374581,-123.4468002,41.44994444,-73.7361111,4
1361000,-1.622833476,42.33105556,-73.7444444,4
1374941,-157.8432967,41.2876111,-73.75363889,4
1374559,-2.412067339,41.47055556,-73.76,4
1374930,-0.014674816,41.33813889,-73.7686944,4
1359528,-3.352488494,42.63363889,-73.80427778,4
1318500,-0.416063501,43.31888889,-73.8441667,4
1375000,-1254.995727,41.22502778,-73.85888889,4
1325000,-7.803875612,43.31138889,-73.8672222,4
1372500,-0.734769578,41.65305556,-73.8725,4
1302020,-1.100402174,40.86230556,-73.87438889,4
1330000,-0.169346204,43.03055556,-73.9272222,4
1354500,-0.702538215,42.83052778,-73.93075,4
1376800,-2.719220524,41.09555556,-73.96388889,4
1364500,-18.62454924,42.03777778,-73.9719444,4
1315500,-0.277406575,43.7008333,-73.9833333,4
1377000,-0.850920813,40.99916667,-73.9891667,4
1377500,-0.077439309,40.99277778,-74.0211111,4
1378500,-1223.166498,40.9483333,-74.0266667,4
1377370,0.481231148,41.03666667,-74.0391667,4
1407760,-1.260928868,40.2033333,-74.0658333,4
1407705,-0.294226949,40.1986111,-74.07,4
1391500,0.269196278,40.89027778,-74.0805556,4
1367500,-0.855237611,41.84305556,-74.0861111,4
1390500,0.465414561,40.985,-74.0905556,4
1390450,0.565594699,41.0586111,-74.0955556,3
1391102,0.654662447,40.95527778,-74.0997222,2
1391000,0.457267039,40.99777778,-74.1119444,4
1387450,-1.771150901,41.1411111,-74.1161111,4
1408029,-0.789700409,40.14666667,-74.1222222,4
1389890,-1.967643572,40.8858333,-74.1283333,4
1312000,0.684990479,43.96666667,-74.1316667,2
1363556,-200.5522825,41.8793333,-74.1453611,4
1408120,-0.749567966,40.09166667,-74.1525,4
1408000,0.095981144,40.16138889,-74.1547222,4
1387420,-0.525610913,41.1183333,-74.16027778,4
1387500,0.137838763,41.09805556,-74.16277778,4
1371500,-0.788669649,41.6861111,-74.16527778,4
1387400,0.054487785,41.14027778,-74.1686111,4
1392500,-0.175613085,40.78805556,-74.1716667,4
1408900,-2.683723914,39.87916667,-74.1905556,4
1407290,-0.040013901,40.3197222,-74.2141667,4
1393450,-1.0754453,40.675,-74.2219444,4
1389550,-0.531684827,40.87194444,-74.2222222,4
1408500,-1.835398658,39.98638889,-74.2233333,4
1389500,-2.224753982,40.8847222,-74.2261111,4
1351500,-57.25621232,42.8,-74.26277778,4
1384500,-1.476011296,41.1272222,-74.2658333,4
1389010,-1.892865839,40.89444444,-74.2661111,4
1362497,-0.137555457,42.01944444,-74.26638889,4
1315000,-67.98524196,43.75638889,-74.2672222,4
1321000,-1.580117214,43.35277778,-74.27027778,4
1362500,-0.046482181,42.01416667,-74.2705556,4
1349711,-69.65146208,42.185,-74.2769444,4
1388000,-0.056218948,40.99194444,-74.28,4
1388500,-2.187823447,40.9697222,-74.2819444,4
1395000,-0.931291292,40.61888889,-74.2833333,4
1363382,0.441853666,41.96555556,-74.2930556,4
1387000,-5821.786571,41.04416667,-74.2930556,4
1382800,-4.346391972,40.9986111,-74.2980556,4
1349700,-0.4865648,42.24916667,-74.30277778,4
1362370,-0.854178752,42.10202778,-74.31088889,4
1386000,0.214562839,41.0736111,-74.3116667,4
1394500,-0.595879369,40.6875,-74.3116667,4
1409280,-11.3563561,39.66666667,-74.32027778,4
1381900,-0.221636613,40.8625,-74.3216667,4
1383500,-1.576854122,41.16027778,-74.3336111,4
136230002,-31.41466859,42.0797222,-74.3345833,4
1349705,0.310942677,42.23694444,-74.34027778,4
1381800,-0.090003941,40.845,-74.3472222,4
1406050,-3.844158128,40.415,-74.34888889,4
1379530,-0.288310819,40.74444444,-74.3536111,4
1362200,-0.970106067,42.11694444,-74.38027778,4
1379500,0.486721681,40.7261111,-74.3897222,4
1349950,-9.745884065,42.3083333,-74.39,4
1405400,-0.841654587,40.38944444,-74.3905556,4
1381000,-2361.615744,40.89694444,-74.3947222,4
1382500,-161.2845401,41.0183333,-74.4011111,4
1403400,0.114887809,40.6661111,-74.40388889,4
1382385,-500.8560269,41.0247222,-74.4083333,4
1350355,-143.4001785,42.53694444,-74.4105556,4
1405030,-15.81001162,40.48305556,-74.41277778,4
1350080,-5.737445843,42.37694444,-74.4130556,4
1380450,0.350494365,40.9075,-74.4191667,4
1350000,-0.249082996,42.31944444,-74.4366667,4
1410150,-14.80639595,39.62305556,-74.44138889,4
1350120,-40.26962108,42.4061111,-74.4472222,4
1350101,-8394.217104,42.3972222,-74.4505556,4
1403540,-0.033569745,40.63638889,-74.45138889,4
1350035,-0.341081426,42.33805556,-74.4516667,4
13621955,-32.34659684,42.10888889,-74.4519444,4
1381500,0.453838997,40.8072222,-74.4569444,4
1350180,-1680.305224,42.4658333,-74.4622222,4
1350140,-0.195623663,42.42888889,-74.4730556,4
1365000,0.13988656,41.86638889,-74.4872222,4
1434025,0.361100303,41.9960833,-74.5002222,4
1382210,-0.707840807,41.0397222,-74.5016667,4
1466500,-179.2041677,39.885,-74.50527778,4
1403900,-0.83259668,40.585,-74.50777778,4
1381400,0.301015956,40.8122222,-74.5119444,4
1410000,-4.114932834,39.66394444,-74.5234444,4
1379000,0.400786981,40.68,-74.52888889,4
1365500,-0.213294798,41.845,-74.5394444,4
1379773,-6.518441071,40.96,-74.5397222,4
1434017,0.483539188,41.92527778,-74.54027778,4
1409810,-0.357015314,39.68805556,-74.5480556,4
1403060,0.188006417,40.5511111,-74.5483333,4
4270200,-0.231359996,44.94,-74.5569444,4
1379780,-11.63551686,40.94944444,-74.5572222,4
1413088,-8.385348293,42.29380556,-74.5591944,4
4266500,-0.114967689,44.2347222,-74.5719444,4
1434498,0.504160585,41.92041667,-74.57438889,3
1402000,0.471591129,40.475,-74.5758333,4
1400500,0.03312127,40.55555556,-74.58277778,4
1435000,0.512704734,41.89,-74.59,3
1403150,0.219107928,40.6122222,-74.5908333,4
1464500,0.09871921,40.1372222,-74.6,4
1413398,-2.402010009,42.1508333,-74.60138889,4
1437500,-0.641683095,41.4411111,-74.6019444,4
1349150,-75.02616422,42.87627778,-74.6028611,4
1436690,-2.305713017,41.63805556,-74.61688889,4
1402630,0.081230048,40.5061111,-74.6230556,4
1413408,-0.393709246,42.14666667,-74.6233333,4
1466900,-5.330251767,39.9561111,-74.62777778,4
1349000,-19.19963023,42.92925,-74.63288889,4
1436000,-130.9786231,41.82,-74.6355556,4
1398500,-0.50757131,40.7083333,-74.6361111,4
1401650,-0.306192161,40.46805556,-74.64888889,4
1413500,-0.234440752,42.1447222,-74.6536111,4
1367805,-13.03677214,41.17,-74.6566222,4
1421618,-0.604537724,42.3611111,-74.6622222,4
1409400,-0.148675467,39.67444444,-74.665,4
1455500,-2.055742202,40.9172222,-74.6655556,4
1421610,-0.900589365,42.37138889,-74.66888889,4
1463620,-0.599320415,40.2697222,-74.6719444,4
1400000,0.140749137,40.57055556,-74.6791667,4
1399100,0.491788294,40.64944444,-74.6816667,4
1401000,0.099353134,40.33305556,-74.6819444,4
1467000,-1.804254474,39.97,-74.6844444,4
1443280,-5.630662167,41.07638889,-74.69527778,4
1414000,-0.222997895,42.13305556,-74.6955556,4
1434000,-2.379998018,41.3706493,-74.6973853,4
1399500,-1.070578808,40.7275,-74.73027778,4
1414500,0.3465516,42.1061111,-74.7305556,4
4268800,0.225611004,44.5986111,-74.7372222,4
1348000,0.567913462,43.01666667,-74.7408333,3
1464000,0.194636903,40.22416667,-74.7491667,4
1433500,-0.929856174,41.4612222,-74.75877778,4
1465850,0.02826098,39.94,-74.7630556,4
1463740,0.386572109,40.2711111,-74.7733333,4
1399670,0.097820259,40.61944444,-74.7736111,4
1445000,-6.430716431,40.9808333,-74.77638889,4
1463500,-1.965391986,40.22166667,-74.7780556,4
4269000,0.554885242,44.8636111,-74.77888889,3
1347000,-0.314326342,43.0147222,-74.7794444,4
1432900,0.525390416,41.66805556,-74.7805556,3
1438500,-2.399007231,41.30916667,-74.79527778,4
1415000,-1.469723763,42.12,-74.8186111,4
1411300,-0.944018574,39.30694444,-74.8205556,4
1398000,-0.502632826,40.4733333,-74.82777778,4
1411000,-1.127446591,39.5947222,-74.8516667,4
1397000,-0.043443493,40.5722222,-74.8680556,4
1396500,0.301460161,40.67777778,-74.8791667,4
4267500,-0.326729746,44.5098333,-74.8836111,4
1422500,-0.552442024,42.2522222,-74.9016667,4
1421900,-2.061962542,42.28027778,-74.9072222,4
1410820,-0.233848305,39.66916667,-74.9133333,4
1396800,-0.291750636,40.64,-74.9155556,4
