site_no, average,dec_lat_va,dec_long_va,NSE_state
1054114,-0.608966951,44.38131944,-71.1706556,4
1109000,-1.871208654,41.94760015,-71.1767155,4
1053600,-3.803276655,44.6661111,-71.18138889,4
1054000,-3.455940114,44.4358333,-71.19027778,4
1105000,-9.763675386,42.1775987,-71.2008863,4
1073319,0.283722797,43.04138889,-71.2016667,4
1100561,-5.893785451,42.7431456,-71.208393,4
1100600,-8.197434062,42.5681488,-71.2147792,4
1100505,-72.4370215,42.8492547,-71.2150607,4
1104200,-12.15932388,42.3164861,-71.227833,4
1104500,-9.295265397,42.37231857,-71.2336668,4
1103500,-4.508730065,42.256209,-71.2600558,4
1104480,-328.8172738,42.3556519,-71.2650565,4
1104475,-0.78186407,42.3545408,-71.2681121,4
1104405,-0.249903887,42.436484,-71.2695014,4
1104455,-881.5867721,42.37259606,-71.27033448,4
1100568,-0.537167178,42.46703909,-71.2722795,4
1104430,-8.477483826,42.3981512,-71.2733903,4
10642505,-33.28909337,44.08388889,-71.2855556,4
1064801,0.392865502,43.83007396,-71.2878488,4
1103455,-5.774983109,42.25398645,-71.29339017,4
1100000,-0.396346751,42.64592464,-71.2983937,4
1099500,-4.345740537,42.6367581,-71.3020047,4
1109403,-3.02690758,41.83093377,-71.3503315,4
10965852,-40.97938177,42.78286636,-71.35367448,4
1089500,0.410217474,43.25674759,-71.36951248,4
1113895,-0.700735924,41.8884331,-71.38144467,4
1098500,-12.71658681,42.31514167,-71.3838083,4
1103280,-5.180152667,42.1398197,-71.3895032,4
1098530,-2.889980761,42.3253732,-71.3975605,4
1097300,-15.93578539,42.51259289,-71.40422829,4
1089925,0.696412208,43.15980438,-71.4059011,2
1114000,-0.686532674,41.833989,-71.41061208,4
1129200,-0.507336606,45.04032368,-71.4439704,4
1117000,0.146390982,41.6412122,-71.4445016,4
1116500,0.114837771,41.75093399,-71.4450575,4
1097000,-4.121717598,42.432038,-71.4497848,4
1092000,0.053503698,42.9481405,-71.4634002,4
1130000,0.540852746,44.62505316,-71.4689721,3
1116905,0.253042124,41.63,-71.47888889,4
1089100,0.508285205,43.21369248,-71.4803481,3
1114500,-0.264738981,41.8589884,-71.4872823,4
1112500,-0.15068471,42.0064871,-71.5025613,4
1094000,0.561747677,42.8575865,-71.5061785,3
1117350,0.446430361,41.4823233,-71.5511719,4
1111500,0.121413639,41.99648716,-71.56200758,4
1116000,0.092377047,41.69010026,-71.5658958,4
1117370,0.415722793,41.53898957,-71.568673,4
1096500,-0.471732184,42.66758945,-71.57506809,4
1115170,-0.329272643,41.84093269,-71.584508,4
1115183,0.071686125,41.79759966,-71.5847857,4
1081000,-0.520911239,43.44174376,-71.5875752,4
1117420,0.425695,41.4767673,-71.6047849,4
1115098,-0.211962516,41.8525992,-71.6061754,4
1115110,-0.064693363,41.8456548,-71.6095088,4
1115114,-0.090536963,41.83759929,-71.6120089,4
1111212,-0.21129662,42.05481959,-71.6164542,4
1117430,0.474075868,41.44621186,-71.6211738,4
1117468,0.160555362,41.49260037,-71.6281194,4
1137500,0.141528393,44.2686741,-71.6303617,4
1129500,0.341197498,44.74977166,-71.63120018,4
1115630,0.051707312,41.6267667,-71.6325646,4
1091000,0.573475137,43.01480519,-71.64146129,3
1115280,-0.222585151,41.80398827,-71.6497879,4
1110500,-0.104802734,42.15370688,-71.65201138,4
1081500,0.270391605,43.42285456,-71.6528543,4
1096000,0.413530301,42.63425619,-71.6578479,4
1074520,0.165489512,44.0475669,-71.6598029,4
1115276,-2.245873597,41.7853772,-71.6672885,4
1075000,0.436338508,43.9761792,-71.6795244,4
1117500,0.555517572,41.44510024,-71.68089828,3
1076500,0.464154487,43.7592388,-71.6856337,4
1111300,-0.04584404,41.9812093,-71.68590049,4
1115265,-0.104853463,41.7906548,-71.6986785,4
1115190,-0.225101204,41.8223213,-71.70034528,4
1115187,0.189521052,41.8187102,-71.7050677,4
1093852,0.528908757,42.8425858,-71.7067399,3
1110000,-5.367416794,42.230372,-71.7109023,4
1118000,0.482160132,41.49815516,-71.7164561,4
1117800,0.427475958,41.5739884,-71.72062318,4
1131500,0.179342949,44.4100591,-71.7206438,4
1094500,0.258058982,42.49506389,-71.7219333,4
1086000,0.596987604,43.25091159,-71.7322996,3
1085500,0.528875852,43.1928569,-71.7472995,3
1078000,0.290967069,43.56646307,-71.747857,4
1109730,-0.54932863,42.1889835,-71.7650702,4
1095434,-7.30264469,42.36453675,-71.775349,4
1094400,0.364909614,42.57620079,-71.7881285,4
1095220,0.036337536,42.41092507,-71.7911829,4
1095375,-10.10429895,42.37286967,-71.8281279,4
1118500,0.50042066,41.38371065,-71.8331247,3
1077400,0.188180035,43.70388889,-71.8333333,4
1118300,-0.219529868,41.4748222,-71.8342361,4
1134500,0.036528232,44.5117231,-71.8373143,4
1076000,0.214528863,43.79562647,-71.8453594,4
1085000,0.471132771,43.1520237,-71.85730149,4
1133000,0.284250627,44.63394195,-71.8975942,4
1124151,-0.203030665,41.94356667,-71.8995972,4
1125100,0.219128276,41.97846389,-71.90051389,4
1125500,0.176712767,41.909475,-71.91386389,4
1125490,0.347007297,41.92784444,-71.9300083,4
1124000,-0.289734636,42.0223189,-71.9556289,4
1082000,0.574953242,42.8625837,-71.95924609,3
1127000,0.23041869,41.59749167,-71.9840944,4
1175670,-0.834885313,42.26481407,-72.0042418,4
1172500,-0.506880724,42.42509025,-72.0245212,4
1135300,0.241739281,44.4353353,-72.03842899,4
1135500,0.377803057,44.3656147,-72.0392613,4
1163200,-0.495740206,42.58842124,-72.04091198,4
1138500,0.057211718,44.15339689,-72.0417577,4
11230695,-35.40384102,41.57000278,-72.0462444,4
1123000,0.26288104,41.6717651,-72.05229807,4
1123600,-0.238903652,42.08261944,-72.0583806,4
1173000,-0.26446634,42.39120167,-72.0650774,4
1139000,0.53852274,44.1503413,-72.0650915,3
1162000,0.659050155,42.6842527,-72.08341388,2
1120790,0.030168021,41.81616944,-72.1061694,4
1162500,0.425665074,42.6825859,-72.1150812,4
1127500,0.296976508,41.5587094,-72.1214666,4
1135150,-0.57193426,44.47616707,-72.1245431,4
1123360,-0.271427546,42.108375,-72.1261306,4
1121000,0.145827722,41.8437089,-72.1689662,4
1122500,0.103998699,41.70037644,-72.1820223,4
4296500,0.021075507,44.94032449,-72.1892684,4
1122000,-0.014475427,41.7201,-72.195575,4
4296280,-4.133975025,44.87138889,-72.2005556,4
11277905,-46.48815609,41.3686111,-72.2022222,4
1174500,-0.773469341,42.3934237,-72.2384148,4
1121330,-6.587494603,41.83319444,-72.2427806,4
1176000,-1.522087863,42.18231566,-72.263691,4
1119500,-0.241268973,41.7506544,-72.26563469,4
1157000,0.225905691,43.03924586,-72.2700858,4
4296000,0.092650475,44.8689363,-72.2701041,4
1173500,0.0622563,42.2362038,-72.27258047,4
1158110,-0.071396369,42.9192478,-72.279252,4
1158000,0.198542213,42.9948023,-72.31119719,4
1144500,-0.280979994,43.64618187,-72.3123134,4
1119382,-0.011606404,41.8240111,-72.3128472,4
1160350,0.148289211,42.87147076,-72.3281415,4
1175500,-12.0557472,42.2678699,-72.3325824,4
1194000,0.150021394,41.44166944,-72.33267778,4
1194500,0.364021835,41.42751667,-72.33477778,4
1139800,-0.265407057,44.0928419,-72.33565327,4
1151500,-0.077597002,43.60257077,-72.35425819,4
1154950,0.016453188,43.14944444,-72.3616667,4
1152500,-0.011488845,43.38757327,-72.36203409,4
1174565,-3.386759178,42.45508906,-72.3817516,4
4293000,0.299610514,44.97282337,-72.38538628,4
1144000,0.493072191,43.71423614,-72.418149,4
1154500,-0.405647161,43.12618905,-72.4367549,4
1166500,0.523021765,42.5975862,-72.43786449,3
1193500,0.341029702,41.55232124,-72.44925287,4
1153550,0.490772112,43.1917433,-72.48508889,4
1161000,0.302460732,42.78591586,-72.4861996,4
1154000,0.404642485,43.13757777,-72.4881444,4
1177000,-0.02065909,42.16064906,-72.5139756,4
1195100,0.08743227,41.3061722,-72.5310333,4
1184490,-1.111020208,41.9138972,-72.5497,4
1170500,-0.475955559,42.5802222,-72.5745,4
4285500,0.161169124,44.29950278,-72.57872119,4
1192500,-0.744090457,41.7831548,-72.5873114,4
4286000,0.476839192,44.25672595,-72.59344318,4
1184000,-0.924207255,41.9873186,-72.6053669,4
1172010,-0.865669597,42.19146944,-72.6093111,4
4287000,-0.067480773,44.1825606,-72.6406655,4
1170000,0.187730612,42.53591957,-72.65342328,4
1142500,0.329635883,43.93450969,-72.6578821,4
1171500,0.284871231,42.31897839,-72.6650907,4
1170100,0.262901674,42.70341695,-72.67064738,4
4292000,0.291135492,44.6228287,-72.6762308,4
1304500,-82.42394271,40.9136111,-72.6866667,4
1169900,0.005727985,42.5420303,-72.69370179,4
4293500,0.043698016,44.96004599,-72.696521,4
1183500,0.295046676,42.1067602,-72.698981,4
1192883,0.333152292,41.5202333,-72.7065306,4
1191000,-4.969902382,41.78443889,-72.7080556,4
1184100,-0.145451823,41.96083889,-72.7104861,4
1169000,0.241527373,42.63841775,-72.7250922,4
4288000,0.368446229,44.2772802,-72.7426163,4
1150900,-0.299386707,43.62229069,-72.7589899,4
1189995,0.291068482,41.9082833,-72.75935278,4
4289000,0.126559765,44.37033339,-72.7687298,4
4288225,0.334857265,44.52338556,-72.7717885,4
1155500,-0.066649078,43.1089665,-72.775374,4
1196561,-11.76812577,41.4356083,-72.7794917,4
4288230,0.230167846,44.5039413,-72.7817883,4
4294300,0.220387018,45.00282217,-72.83346858,4
1196500,-1.307481032,41.45026389,-72.841275,4
1168500,0.112590571,42.626,-72.8541944,4
1179500,0.000686341,42.28786655,-72.8642636,4
1195490,-5.65462684,41.6034722,-72.8832,4
1188090,0.213867666,41.7555472,-72.8870417,4
1181000,0.398223011,42.23731169,-72.895654,4
1196620,0.05460318,41.42041389,-72.9026583,4
1305000,-1908.530382,40.83027778,-72.9061111,4
1187300,0.328287442,42.0375,-72.93932778,4
1188000,0.32666261,41.786209,-72.9648261,4
4294140,-4.194301189,44.96305556,-72.9919444,4
4282000,-0.091494704,43.6036792,-73.0131628,4
1186000,-5.035637043,41.9628729,-73.017606,4
1168250,0.292297184,42.66669444,-73.0301667,4
1186500,-0.065879033,41.9679222,-73.0334444,4
1208500,-0.094409603,41.4423,-73.0622833,4
1206900,-0.133407114,41.6737084,-73.0695527,4
4292500,0.4156941,44.67921477,-73.0726365,4
1185500,0.358575134,42.0788611,-73.0728833,4
4292795,-9.617052572,44.8486111,-73.1041667,4
1331500,0.383139062,42.61119407,-73.1239918,4
4294000,0.055911397,44.91670937,-73.1284645,4
4290500,0.181436988,44.47893867,-73.1387381,4
4292750,-1.706725717,44.7797674,-73.1437467,4
4292810,-19.33851143,44.8561111,-73.1508333,4
1306460,-75.01361896,40.77194444,-73.1586111,4
1332500,0.452635385,42.70035897,-73.158994,4
1205500,0.156432612,41.38380278,-73.16663889,4
4282500,0.194886128,44.01311488,-73.1678954,4
4282525,0.227797381,44.0617249,-73.17067429,4
1203600,0.349087118,41.57585,-73.1784667,4
1333000,0.193011586,42.7089695,-73.1967729,4
1197000,0.204855807,42.4695833,-73.1973333,4
1203805,0.442259293,41.5577083,-73.21535278,4
4282795,-4.104584758,44.3700512,-73.2162367,4
1208873,-3.231669776,41.1798189,-73.21900219,4
1304000,-8.986179688,40.84944444,-73.2241667,4
1204000,0.383190502,41.48193889,-73.2245722,4
4282780,-0.060589215,44.24922015,-73.22845688,4
4282650,0.223420924,44.19810987,-73.2490117,4
1334000,0.417007016,42.91285604,-73.2564981,4
1208925,-0.163197654,41.165475,-73.2700083,4
12035055,-46.33247488,41.4065472,-73.2731833,4
1203510,0.398458863,41.41925,-73.2821,4
4280450,0.357239262,43.46388889,-73.2841667,4
1202501,-12.56414457,41.719575,-73.29260278,4
1208950,0.079948443,41.15287436,-73.3059495,4
4280000,-0.289668462,43.6242324,-73.3115011,4
1209105,0.091634095,41.22874167,-73.3241194,4
1308500,-56.50033915,40.7086111,-73.3283333,4
1198125,0.196022765,42.0748138,-73.33344858,4
1209005,-9285.447168,41.24551389,-73.3492361,4
1197500,0.283587832,42.23191667,-73.3546667,4
1209500,-2.85463721,41.17073056,-73.3648167,4
1199000,0.244402438,41.95731548,-73.36928577,4
1334500,0.50877805,42.9386111,-73.3769444,3
1199050,0.174560822,41.94231548,-73.3909532,4
1198000,0.451943023,42.1929083,-73.3912306,4
4276500,0.391226532,44.3583333,-73.3944444,4
1208990,-0.051750351,41.29454,-73.39512029,4
1201487,-0.084028273,41.4658222,-73.40320278,4
4271815,0.0456,44.9022222,-73.415,4
1209700,0.372647339,41.16376667,-73.4195444,4
1329490,0.294668979,43.1086111,-73.4216667,4
1309500,-2498.020537,40.68888889,-73.4547222,4
1303500,-133.2566368,40.8572222,-73.4633333,4
4273500,0.108814562,44.68166667,-73.4711111,4
1200500,0.269775755,41.6531496,-73.4898462,4
12095493,-47.21259602,41.31408889,-73.4928944,4
4273700,-0.461667854,44.64,-73.4947222,4
4273800,0.170562646,44.59416667,-73.4961111,4
4271500,0.133928655,45,-73.5008333,4
1209761,-0.743990431,41.1743222,-73.51107778,4
1200000,0.495917934,41.65876389,-73.5286833,4
1327500,-9.213152109,43.30423926,-73.5465031,4
1209901,-2.393525563,41.0661111,-73.5492722,4
137449480,-43.82179068,41.44725,-73.5560833,4
1328770,-3.182173357,43.12538889,-73.5849167,4
1360640,0.088222412,42.55194444,-73.59138889,4
1374781,0.33059121,41.3273611,-73.5914722,4
1327750,-2.370165967,43.26944444,-73.5958333,4
1374890,0.459874382,41.2602222,-73.6018611,4
1374505,-1.527346441,41.39444444,-73.6069444,4
1374531,-43.03735625,41.37377778,-73.63875,4
4275500,0.239662374,44.45138889,-73.6425,4
1374821,-81.71441677,41.32719444,-73.6558333,4
1212500,0.407232495,41.0272972,-73.66175,4
1374901,-20.21877491,41.2661111,-73.6655556,4
1335754,-0.574318818,42.82916667,-73.6661111,4
1374701,-7.977827539,41.358,-73.6679722,4
4275000,0.455029022,44.43738889,-73.6809722,4
1358000,-0.270836813,42.7522222,-73.68888889,4
1374598,0.13898851,41.4758611,-73.6894722,4
137462010,-41.66258879,41.41180556,-73.69375,4
1311500,-94.21889242,40.6636111,-73.7044444,4
1357500,-1.047332449,42.78538889,-73.70777778,4
1374581,-130.6794974,41.44994444,-73.7361111,4
1361000,0.486880198,42.33105556,-73.7444444,4
1374941,-121.9200883,41.2876111,-73.75363889,4
1374559,0.332378518,41.47055556,-73.76,4
1374930,-0.125308098,41.33813889,-73.7686944,4
1359528,0.004413297,42.63363889,-73.80427778,4
1318500,0.061677424,43.31888889,-73.8441667,4
1375000,-92.65148993,41.22502778,-73.85888889,4
1325000,-5.176137582,43.31138889,-73.8672222,4
1372500,0.459102293,41.65305556,-73.8725,4
1302020,-0.790396675,40.86230556,-73.87438889,4
1330000,0.284052301,43.03055556,-73.9272222,4
1354500,-0.30086332,42.83052778,-73.93075,4
1376800,-1.118962864,41.09555556,-73.96388889,4
1364500,-18.09178511,42.03777778,-73.9719444,4
1315500,0.330748128,43.7008333,-73.9833333,4
1377000,-0.221013774,40.99916667,-73.9891667,4
1377500,0.298293705,40.99277778,-74.0211111,4
1378500,-2750.34313,40.9483333,-74.0266667,4
1377370,0.421705675,41.03666667,-74.0391667,4
1407760,-2.446999545,40.2033333,-74.0658333,4
1407705,-2.052282814,40.1986111,-74.07,4
1391500,0.274942073,40.89027778,-74.0805556,4
1367500,-0.643697459,41.84305556,-74.0861111,4
1390500,0.566248577,40.985,-74.0905556,3
1390450,0.501551433,41.0586111,-74.0955556,3
1391102,0.605922574,40.95527778,-74.0997222,3
1391000,0.357098655,40.99777778,-74.1119444,4
1407500,-22.44093548,40.3197222,-74.1155556,4
1387450,0.374963629,41.1411111,-74.1161111,4
1408029,-0.664361396,40.14666667,-74.1222222,4
1389890,-0.897517611,40.8858333,-74.1283333,4
1312000,0.427683443,43.96666667,-74.1316667,4
1363556,-20.5580364,41.8793333,-74.1453611,4
1408120,-0.564075628,40.09166667,-74.1525,4
1408000,-0.083240525,40.16138889,-74.1547222,4
1387420,0.036022285,41.1183333,-74.16027778,4
1387500,0.305569556,41.09805556,-74.16277778,4
1371500,-1.453475665,41.6861111,-74.16527778,4
1387400,0.374080516,41.14027778,-74.1686111,4
1392500,-0.35746406,40.78805556,-74.1716667,4
1408900,-4.204892846,39.87916667,-74.1905556,4
1407290,-0.039907207,40.3197222,-74.2141667,4
1393450,-2.644045912,40.675,-74.2219444,4
1389550,-0.700461833,40.87194444,-74.2222222,4
1408500,-1.192166198,39.98638889,-74.2233333,4
1389500,-1.191530545,40.8847222,-74.2261111,4
1351500,-1.146256865,42.8,-74.26277778,4
1384500,0.391926725,41.1272222,-74.2658333,4
1389010,0.212126562,40.89444444,-74.2661111,4
1362497,0.330853504,42.01944444,-74.26638889,4
1315000,-74.87838224,43.75638889,-74.2672222,4
1321000,-0.261371544,43.35277778,-74.27027778,4
1362500,-0.899441917,42.01416667,-74.2705556,4
1349711,-46.7187135,42.185,-74.2769444,4
1388000,0.210216796,40.99194444,-74.28,4
1388500,-1.193710205,40.9697222,-74.2819444,4
1395000,-0.996715355,40.61888889,-74.2833333,4
1363382,0.07030028,41.96555556,-74.2930556,4
1387000,-1842.589633,41.04416667,-74.2930556,4
1382800,-4.127480961,40.9986111,-74.2980556,4
1349700,0.454386088,42.24916667,-74.30277778,4
1362370,0.418604919,42.10202778,-74.31088889,4
1386000,0.413335326,41.0736111,-74.3116667,4
1394500,-0.5027039,40.6875,-74.3116667,4
1409280,-11.47791411,39.66666667,-74.32027778,4
1381900,0.151996846,40.8625,-74.3216667,4
1383500,-40.23759165,41.16027778,-74.3336111,4
136230002,-44.35979529,42.0797222,-74.3345833,4
1349705,0.511386834,42.23694444,-74.34027778,3
1381800,-0.018019065,40.845,-74.3472222,4
1406050,-1.423302587,40.415,-74.34888889,4
1379530,-0.045685279,40.74444444,-74.3536111,4
1362200,0.366332311,42.11694444,-74.38027778,4
1379500,0.352959446,40.7261111,-74.3897222,4
1349950,0.292450498,42.3083333,-74.39,4
1405400,-0.490203297,40.38944444,-74.3905556,4
1381000,-602.3207164,40.89694444,-74.3947222,4
1382500,-303.8940133,41.0183333,-74.4011111,4
1403400,0.084127489,40.6661111,-74.40388889,4
1382385,-8.387113129,41.0247222,-74.4083333,4
1350355,-3.418688538,42.53694444,-74.4105556,4
1405030,-2.734264118,40.48305556,-74.41277778,4
1350080,-0.545137232,42.37694444,-74.4130556,4
1380450,0.416864993,40.9075,-74.4191667,4
1350000,0.577595608,42.31944444,-74.4366667,3
1410150,-4.301844063,39.62305556,-74.44138889,4
1350120,-4.551419371,42.4061111,-74.4472222,4
1403540,-0.049296701,40.63638889,-74.45138889,4
1350035,-0.022946683,42.33805556,-74.4516667,4
13621955,-46.09719392,42.10888889,-74.4519444,4
1381500,0.327731044,40.8072222,-74.4569444,4
1350180,-26.28418197,42.4658333,-74.4622222,4
1350140,0.424726095,42.42888889,-74.4730556,4
1365000,0.194460836,41.86638889,-74.4872222,4
1434025,-1.22211455,41.9960833,-74.5002222,4
1382210,-0.331233323,41.0397222,-74.5016667,4
1466500,-67.26799465,39.885,-74.50527778,4
1403900,-1.427183184,40.585,-74.50777778,4
1381400,0.21591076,40.8122222,-74.5119444,4
1410000,-1.439166812,39.66394444,-74.5234444,4
1379000,0.266567058,40.68,-74.52888889,4
1365500,0.116566266,41.845,-74.5394444,4
1379773,-0.997555154,40.96,-74.5397222,4
1434017,-0.455256898,41.92527778,-74.54027778,4
1409810,-0.272929977,39.68805556,-74.5480556,4
1403060,0.11404969,40.5511111,-74.5483333,4
4270200,-0.453332521,44.94,-74.5569444,4
1379780,-1.735400287,40.94944444,-74.5572222,4
1413088,-1.689127688,42.29380556,-74.5591944,4
4266500,-0.049924673,44.2347222,-74.5719444,4
1434498,-0.262928885,41.92041667,-74.57438889,4
1402000,0.33008952,40.475,-74.5758333,4
1400500,-0.078858809,40.55555556,-74.58277778,4
1435000,0.183832491,41.89,-74.59,4
1403150,-0.302728167,40.6122222,-74.5908333,4
1464500,0.194583352,40.1372222,-74.6,4
1413398,-0.14426337,42.1508333,-74.60138889,4
1437500,0.241087061,41.4411111,-74.6019444,4
1349150,-7.03933366,42.87627778,-74.6028611,4
1436690,-0.863034062,41.63805556,-74.61688889,4
1402630,0.267053872,40.5061111,-74.6230556,4
1413408,0.238814665,42.14666667,-74.6233333,4
1466900,-3.874562833,39.9561111,-74.62777778,4
1349000,-17.27705252,42.92925,-74.63288889,4
1436000,-31.26796241,41.82,-74.6355556,4
1398500,-0.035756498,40.7083333,-74.6361111,4
1401650,-2.290956371,40.46805556,-74.64888889,4
1413500,0.320977653,42.1447222,-74.6536111,4
1367805,-13.93822573,41.17,-74.6566222,4
1421618,0.14415368,42.3611111,-74.6622222,4
1409400,0.169729234,39.67444444,-74.665,4
1455500,-21.03388099,40.9172222,-74.6655556,4
1421610,0.122358106,42.37138889,-74.66888889,4
1463620,-0.531152213,40.2697222,-74.6719444,4
1400000,-0.056748332,40.57055556,-74.6791667,4
1399100,-0.80140606,40.64944444,-74.6816667,4
1401000,-0.682484211,40.33305556,-74.6819444,4
1467000,-1.129235908,39.97,-74.6844444,4
1443280,-4.567174124,41.07638889,-74.69527778,4
1414000,-0.130911687,42.13305556,-74.6955556,4
1434000,-0.984211644,41.3706493,-74.6973853,4
1399500,-0.06293834,40.7275,-74.73027778,4
1414500,0.237096846,42.1061111,-74.7305556,4
4268800,0.223996846,44.5986111,-74.7372222,4
1348000,0.544648802,43.01666667,-74.7408333,3
1464000,0.387014768,40.22416667,-74.7491667,4
1433500,-0.073308367,41.4612222,-74.75877778,4
1465850,-0.123764264,39.94,-74.7630556,4
1463740,0.5928868,40.2711111,-74.7733333,3
1399670,0.015110703,40.61944444,-74.7736111,4
1445000,-1.631621921,40.9808333,-74.77638889,4
1463500,-0.337213145,40.22166667,-74.7780556,4
4269000,0.505551395,44.8636111,-74.77888889,3
1347000,-0.019005967,43.0147222,-74.7794444,4
1432900,0.307442197,41.66805556,-74.7805556,4
1438500,-0.773961988,41.30916667,-74.79527778,4
1415000,-1.891589188,42.12,-74.8186111,4
1411300,0.04701049,39.30694444,-74.8205556,4
1398000,-14.73584913,40.4733333,-74.82777778,4
1411000,-1.33894159,39.5947222,-74.8516667,4
1397000,0.011860969,40.5722222,-74.8680556,4
1396500,0.276130771,40.67777778,-74.8791667,4
4267500,0.042750292,44.5098333,-74.8836111,4
1422500,-0.389536884,42.2522222,-74.9016667,4
1421900,0.466990875,42.28027778,-74.9072222,4
1410820,-1.804824318,39.66916667,-74.9133333,4
1396800,-0.572929185,40.64,-74.9155556,4
1396582,0.213676655,40.69138889,-74.9369444,4
1410784,-2.311597405,39.7336111,-74.9511111,4
1440000,0.440886805,41.1061111,-74.9525,4
1443500,-0.31616155,40.9808333,-74.9533333,4
